fundcode,fundname,holders
003337,南方颐元定开债券发起,https://j6.dfcfw.com/charts/StockPos/003337.png?rg=NaN
003341,工银瑞盈18个月定开债,https://j6.dfcfw.com/charts/StockPos/003341.png?rg=NaN
003343,鹏华弘惠灵活配置混合A,https://j6.dfcfw.com/charts/StockPos/003343.png?rg=NaN
003344,鹏华弘惠灵活配置混合C,https://j6.dfcfw.com/charts/StockPos/003344.png?rg=NaN
003345,安信新成长混合A,https://j6.dfcfw.com/charts/StockPos/003345.png?rg=NaN
003346,安信新成长混合C,https://j6.dfcfw.com/charts/StockPos/003346.png?rg=NaN
003349,长信稳益纯债债券A,https://j6.dfcfw.com/charts/StockPos/003349.png?rg=NaN
003357,嘉实稳祥纯债债券C,https://j6.dfcfw.com/charts/StockPos/003357.png?rg=NaN
003358,易方达中债7-10年期国开行债券指数A,https://j6.dfcfw.com/charts/StockPos/003358.png?rg=NaN
003359,大成360互联网+大数据100C,https://j6.dfcfw.com/charts/StockPos/003359.png?rg=NaN
003360,前海开源瑞和债券A,https://j6.dfcfw.com/charts/StockPos/003360.png?rg=NaN
003361,前海开源瑞和债券C,https://j6.dfcfw.com/charts/StockPos/003361.png?rg=NaN
003363,长江乐享货币A,https://j6.dfcfw.com/charts/StockPos/003363.png?rg=NaN
003364,长江乐享货币B,https://j6.dfcfw.com/charts/StockPos/003364.png?rg=NaN
003365,长江乐享货币C,https://j6.dfcfw.com/charts/StockPos/003365.png?rg=NaN
003373,大成景禄灵活配置混合A,https://j6.dfcfw.com/charts/StockPos/003373.png?rg=NaN
003374,大成景禄灵活配置混合C,https://j6.dfcfw.com/charts/StockPos/003374.png?rg=NaN
003376,广发中债7-10年国开债指数A,https://j6.dfcfw.com/charts/StockPos/003376.png?rg=NaN
003377,广发中债7-10年国开债指数C,https://j6.dfcfw.com/charts/StockPos/003377.png?rg=NaN
003378,泰康策略优选混合,https://j6.dfcfw.com/charts/StockPos/003378.png?rg=NaN
003379,中信保诚至选混合A,https://j6.dfcfw.com/charts/StockPos/003379.png?rg=NaN
003380,中信保诚至选混合C,https://j6.dfcfw.com/charts/StockPos/003380.png?rg=NaN
003382,民生加银鑫享债券A,https://j6.dfcfw.com/charts/StockPos/003382.png?rg=NaN
003383,民生加银鑫享债券C,https://j6.dfcfw.com/charts/StockPos/003383.png?rg=NaN
003384,金鹰添盈纯债债券A,https://j6.dfcfw.com/charts/StockPos/003384.png?rg=NaN
003385,工银全球美元债A人民币,https://j6.dfcfw.com/charts/StockPos/003385.png?rg=NaN
003386,工银全球美元债A美元现汇,https://j6.dfcfw.com/charts/StockPos/003386.png?rg=NaN
003387,工银全球美元债C,https://j6.dfcfw.com/charts/StockPos/003387.png?rg=NaN
003388,招商招益宝货币A,https://j6.dfcfw.com/charts/StockPos/003388.png?rg=NaN
003389,招商招益宝货币B,https://j6.dfcfw.com/charts/StockPos/003389.png?rg=NaN
003390,江信一年定开,https://j6.dfcfw.com/charts/StockPos/003390.png?rg=NaN
003391,建信天添益货币A,https://j6.dfcfw.com/charts/StockPos/003391.png?rg=NaN
003392,建信天添益货币B,https://j6.dfcfw.com/charts/StockPos/003392.png?rg=NaN
003393,建信天添益货币C,https://j6.dfcfw.com/charts/StockPos/003393.png?rg=NaN
003395,安信尊享纯债,https://j6.dfcfw.com/charts/StockPos/003395.png?rg=NaN
003396,东方红优享红利混合A,https://j6.dfcfw.com/charts/StockPos/003396.png?rg=NaN
003397,银华体育文化灵活配置混合A,https://j6.dfcfw.com/charts/StockPos/003397.png?rg=NaN
003398,太平日日金货币A,https://j6.dfcfw.com/charts/StockPos/003398.png?rg=NaN
003399,太平日日金货币B,https://j6.dfcfw.com/charts/StockPos/003399.png?rg=NaN
003400,建信恒瑞债券,https://j6.dfcfw.com/charts/StockPos/003400.png?rg=NaN
003401,工银可转债债券,https://j6.dfcfw.com/charts/StockPos/003401.png?rg=NaN
003402,安信活期宝货币A,https://j6.dfcfw.com/charts/StockPos/003402.png?rg=NaN
003403,华商瑞丰短债债券A,https://j6.dfcfw.com/charts/StockPos/003403.png?rg=NaN
003407,景顺长城景泰丰利纯债债券A,https://j6.dfcfw.com/charts/StockPos/003407.png?rg=NaN
003408,景顺长城景泰丰利纯债债券C,https://j6.dfcfw.com/charts/StockPos/003408.png?rg=NaN
003411,鹏华弘康灵活配置混合A,https://j6.dfcfw.com/charts/StockPos/003411.png?rg=NaN
003412,鹏华弘康灵活配置混合C,https://j6.dfcfw.com/charts/StockPos/003412.png?rg=NaN
003413,华泰柏瑞新经济沪港深混合A,https://j6.dfcfw.com/charts/StockPos/003413.png?rg=NaN
003417,中加丰泽纯债债券A,https://j6.dfcfw.com/charts/StockPos/003417.png?rg=NaN
003418,华润元大润鑫债券A,https://j6.dfcfw.com/charts/StockPos/003418.png?rg=NaN
003422,国寿安保添利货币A,https://j6.dfcfw.com/charts/StockPos/003422.png?rg=NaN
003423,国寿安保添利货币B,https://j6.dfcfw.com/charts/StockPos/003423.png?rg=NaN
003424,江信洪福纯债,https://j6.dfcfw.com/charts/StockPos/003424.png?rg=NaN
003425,江信添福A,https://j6.dfcfw.com/charts/StockPos/003425.png?rg=NaN
003426,江信添福C,https://j6.dfcfw.com/charts/StockPos/003426.png?rg=NaN
003428,中加丰盈一年定开债,https://j6.dfcfw.com/charts/StockPos/003428.png?rg=NaN
003429,中证兴业中高等级信用债指数A,https://j6.dfcfw.com/charts/StockPos/003429.png?rg=NaN
003432,中信保诚至瑞混合A,https://j6.dfcfw.com/charts/StockPos/003432.png?rg=NaN
003433,中信保诚至瑞混合C,https://j6.dfcfw.com/charts/StockPos/003433.png?rg=NaN
003438,招商招怡纯债A,https://j6.dfcfw.com/charts/StockPos/003438.png?rg=NaN
003439,招商招怡纯债C,https://j6.dfcfw.com/charts/StockPos/003439.png?rg=NaN
003440,招商招享纯债A,https://j6.dfcfw.com/charts/StockPos/003440.png?rg=NaN
003441,招商招享纯债C,https://j6.dfcfw.com/charts/StockPos/003441.png?rg=NaN
003442,招商招惠3个月定期开放债券A,https://j6.dfcfw.com/charts/StockPos/003442.png?rg=NaN
003443,招商招惠3个月定期开放债券C,https://j6.dfcfw.com/charts/StockPos/003443.png?rg=NaN
003445,中加丰享纯债债券,https://j6.dfcfw.com/charts/StockPos/003445.png?rg=NaN
003446,英大睿鑫A,https://j6.dfcfw.com/charts/StockPos/003446.png?rg=NaN
003447,英大睿鑫C,https://j6.dfcfw.com/charts/StockPos/003447.png?rg=NaN
003448,招商招华纯债A,https://j6.dfcfw.com/charts/StockPos/003448.png?rg=NaN
003449,招商招华纯债C,https://j6.dfcfw.com/charts/StockPos/003449.png?rg=NaN
003450,招商招信定开债A,https://j6.dfcfw.com/charts/StockPos/003450.png?rg=NaN
003451,招商招信定开债C,https://j6.dfcfw.com/charts/StockPos/003451.png?rg=NaN
003452,招商招盛纯债A,https://j6.dfcfw.com/charts/StockPos/003452.png?rg=NaN
003453,招商招盛纯债C,https://j6.dfcfw.com/charts/StockPos/003453.png?rg=NaN
003454,招商招通纯债A,https://j6.dfcfw.com/charts/StockPos/003454.png?rg=NaN
003455,招商招通纯债C,https://j6.dfcfw.com/charts/StockPos/003455.png?rg=NaN
003456,信澳新目标灵活配置混合A,https://j6.dfcfw.com/charts/StockPos/003456.png?rg=NaN
003457,国泰润泰纯债债券A,https://j6.dfcfw.com/charts/StockPos/003457.png?rg=NaN
003458,嘉实稳宏债券A,https://j6.dfcfw.com/charts/StockPos/003458.png?rg=NaN
003459,嘉实稳宏债券C,https://j6.dfcfw.com/charts/StockPos/003459.png?rg=NaN
003460,嘉实现金宝货币A,https://j6.dfcfw.com/charts/StockPos/003460.png?rg=NaN
003461,嘉实稳元纯债债券A,https://j6.dfcfw.com/charts/StockPos/003461.png?rg=NaN
003465,平安金管家货币A,https://j6.dfcfw.com/charts/StockPos/003465.png?rg=NaN
003467,富荣货币A,https://j6.dfcfw.com/charts/StockPos/003467.png?rg=NaN
003468,富荣货币B,https://j6.dfcfw.com/charts/StockPos/003468.png?rg=NaN
003471,前海联合添鑫3个月开债A,https://j6.dfcfw.com/charts/StockPos/003471.png?rg=NaN
003472,前海联合添鑫3个月开债C,https://j6.dfcfw.com/charts/StockPos/003472.png?rg=NaN
003473,南方天天利货币A,https://j6.dfcfw.com/charts/StockPos/003473.png?rg=NaN
003474,南方天天利货币B,https://j6.dfcfw.com/charts/StockPos/003474.png?rg=NaN
003476,南方安颐混合,https://j6.dfcfw.com/charts/StockPos/003476.png?rg=NaN
003478,民生加银腾元宝货币A,https://j6.dfcfw.com/charts/StockPos/003478.png?rg=NaN
003479,财通资管鑫管家货币A,https://j6.dfcfw.com/charts/StockPos/003479.png?rg=NaN
003480,财通资管鑫管家货币B,https://j6.dfcfw.com/charts/StockPos/003480.png?rg=NaN
003481,光大保德信耀钱包货币B,https://j6.dfcfw.com/charts/StockPos/003481.png?rg=NaN
003482,交银天鑫宝货币A,https://j6.dfcfw.com/charts/StockPos/003482.png?rg=NaN
003483,交银天鑫宝货币E,https://j6.dfcfw.com/charts/StockPos/003483.png?rg=NaN
003484,金鹰鑫益混合A,https://j6.dfcfw.com/charts/StockPos/003484.png?rg=NaN
003485,金鹰鑫益混合C,https://j6.dfcfw.com/charts/StockPos/003485.png?rg=NaN
003486,平安惠隆纯债A,https://j6.dfcfw.com/charts/StockPos/003486.png?rg=NaN
003487,平安惠融纯债,https://j6.dfcfw.com/charts/StockPos/003487.png?rg=NaN
003494,富国天惠成长混合(LOF)C,https://j6.dfcfw.com/charts/StockPos/003494.png?rg=NaN
003495,鹏华弘尚混合A,https://j6.dfcfw.com/charts/StockPos/003495.png?rg=NaN
003496,鹏华弘尚混合C,https://j6.dfcfw.com/charts/StockPos/003496.png?rg=NaN
003498,前海联合添和纯债A,https://j6.dfcfw.com/charts/StockPos/003498.png?rg=NaN
003499,前海联合添和纯债C,https://j6.dfcfw.com/charts/StockPos/003499.png?rg=NaN
003500,鑫元聚利债券,https://j6.dfcfw.com/charts/StockPos/003500.png?rg=NaN
003501,宏利睿智稳健混合A,https://j6.dfcfw.com/charts/StockPos/003501.png?rg=NaN
003502,金鹰鑫瑞混合A,https://j6.dfcfw.com/charts/StockPos/003502.png?rg=NaN
003503,金鹰鑫瑞混合C,https://j6.dfcfw.com/charts/StockPos/003503.png?rg=NaN
003504,景顺长城景颐丰利债券A,https://j6.dfcfw.com/charts/StockPos/003504.png?rg=NaN
003505,景顺长城景颐丰利债券C,https://j6.dfcfw.com/charts/StockPos/003505.png?rg=NaN
003510,长盛可转债债券A,https://j6.dfcfw.com/charts/StockPos/003510.png?rg=NaN
003511,长盛可转债债券C,https://j6.dfcfw.com/charts/StockPos/003511.png?rg=NaN
003513,中邮消费升级灵活配置混合A,https://j6.dfcfw.com/charts/StockPos/003513.png?rg=NaN
003515,国泰利是宝货币,https://j6.dfcfw.com/charts/StockPos/003515.png?rg=NaN
003516,国泰融安多策略灵活配置混合A,https://j6.dfcfw.com/charts/StockPos/003516.png?rg=NaN
003517,国泰润利纯债债券A,https://j6.dfcfw.com/charts/StockPos/003517.png?rg=NaN
003518,万家鑫瑞纯债A,https://j6.dfcfw.com/charts/StockPos/003518.png?rg=NaN
003519,万家鑫瑞纯债E,https://j6.dfcfw.com/charts/StockPos/003519.png?rg=NaN
003520,万家1-3年政金债纯债A,https://j6.dfcfw.com/charts/StockPos/003520.png?rg=NaN
003521,万家1-3年政金债纯债C,https://j6.dfcfw.com/charts/StockPos/003521.png?rg=NaN
003525,兴银现金收益A,https://j6.dfcfw.com/charts/StockPos/003525.png?rg=NaN
003526,农银汇理金穗纯债3个月定开债,https://j6.dfcfw.com/charts/StockPos/003526.png?rg=NaN
003527,鹏华丰腾债券,https://j6.dfcfw.com/charts/StockPos/003527.png?rg=NaN
003528,汇添富长添利定期开放债券A,https://j6.dfcfw.com/charts/StockPos/003528.png?rg=NaN
003529,汇添富长添利定期开放债券C,https://j6.dfcfw.com/charts/StockPos/003529.png?rg=NaN
003532,汇添富鑫利定开债A,https://j6.dfcfw.com/charts/StockPos/003532.png?rg=NaN
003533,汇添富鑫利定开债C,https://j6.dfcfw.com/charts/StockPos/003533.png?rg=NaN
003534,浦银安盛日日丰货币A,https://j6.dfcfw.com/charts/StockPos/003534.png?rg=NaN
003535,浦银安盛日日丰货币B,https://j6.dfcfw.com/charts/StockPos/003535.png?rg=NaN
003536,浦银安盛日日丰货币D,https://j6.dfcfw.com/charts/StockPos/003536.png?rg=NaN
003537,招商招利宝货币A,https://j6.dfcfw.com/charts/StockPos/003537.png?rg=NaN
003538,招商招利宝货币B,https://j6.dfcfw.com/charts/StockPos/003538.png?rg=NaN
003539,安信现金增利货币B,https://j6.dfcfw.com/charts/StockPos/003539.png?rg=NaN
003542,财通纯债债券C,https://j6.dfcfw.com/charts/StockPos/003542.png?rg=NaN
003545,东兴兴利债券A,https://j6.dfcfw.com/charts/StockPos/003545.png?rg=NaN
003547,鹏华丰禄债券,https://j6.dfcfw.com/charts/StockPos/003547.png?rg=NaN
003548,宏利沪深300指数C,https://j6.dfcfw.com/charts/StockPos/003548.png?rg=NaN
003549,浙商惠裕纯债A,https://j6.dfcfw.com/charts/StockPos/003549.png?rg=NaN
003550,宏利改革动力混合C,https://j6.dfcfw.com/charts/StockPos/003550.png?rg=NaN
003561,诺德成长精选A,https://j6.dfcfw.com/charts/StockPos/003561.png?rg=NaN
003562,诺德成长精选C,https://j6.dfcfw.com/charts/StockPos/003562.png?rg=NaN
003564,博时安诚3个月定开债A,https://j6.dfcfw.com/charts/StockPos/003564.png?rg=NaN
003565,博时安诚3个月定开债C,https://j6.dfcfw.com/charts/StockPos/003565.png?rg=NaN
003566,博时臻选纯债债券A,https://j6.dfcfw.com/charts/StockPos/003566.png?rg=NaN
003567,华夏行业景气混合A,https://j6.dfcfw.com/charts/StockPos/003567.png?rg=NaN
003568,平安惠利纯债A,https://j6.dfcfw.com/charts/StockPos/003568.png?rg=NaN
003569,招商招丰纯债A,https://j6.dfcfw.com/charts/StockPos/003569.png?rg=NaN
003570,招商招丰纯债C,https://j6.dfcfw.com/charts/StockPos/003570.png?rg=NaN
003571,招商招琪纯债A,https://j6.dfcfw.com/charts/StockPos/003571.png?rg=NaN
003572,招商招琪纯债C,https://j6.dfcfw.com/charts/StockPos/003572.png?rg=NaN
003573,中信建投稳裕定开债A,https://j6.dfcfw.com/charts/StockPos/003573.png?rg=NaN
003574,大成惠利纯债债券A,https://j6.dfcfw.com/charts/StockPos/003574.png?rg=NaN
003578,中金中证500指数增强C,https://j6.dfcfw.com/charts/StockPos/003578.png?rg=NaN
003579,中金沪深300指数增强C,https://j6.dfcfw.com/charts/StockPos/003579.png?rg=NaN
003580,泰康沪港深价值优选混合,https://j6.dfcfw.com/charts/StockPos/003580.png?rg=NaN
003581,前海联合国民健康混合A,https://j6.dfcfw.com/charts/StockPos/003581.png?rg=NaN
003583,建信稳定鑫利债券A,https://j6.dfcfw.com/charts/StockPos/003583.png?rg=NaN
003584,建信稳定鑫利债券C,https://j6.dfcfw.com/charts/StockPos/003584.png?rg=NaN
003585,先锋现金宝A,https://j6.dfcfw.com/charts/StockPos/003585.png?rg=NaN
003586,先锋精一混合A,https://j6.dfcfw.com/charts/StockPos/003586.png?rg=NaN
003587,先锋精一混合C,https://j6.dfcfw.com/charts/StockPos/003587.png?rg=NaN
003588,东吴增鑫宝货币A,https://j6.dfcfw.com/charts/StockPos/003588.png?rg=NaN
003589,东吴增鑫宝货币B,https://j6.dfcfw.com/charts/StockPos/003589.png?rg=NaN
003590,建信睿富纯债债券,https://j6.dfcfw.com/charts/StockPos/003590.png?rg=NaN
003591,华泰柏瑞享利混合A,https://j6.dfcfw.com/charts/StockPos/003591.png?rg=NaN
003592,华泰柏瑞享利混合C,https://j6.dfcfw.com/charts/StockPos/003592.png?rg=NaN
003593,国泰景气行业灵活配置混合,https://j6.dfcfw.com/charts/StockPos/003593.png?rg=NaN
003594,长盛盛崇灵活配置混合A,https://j6.dfcfw.com/charts/StockPos/003594.png?rg=NaN
003595,长盛盛崇灵活配置混合C,https://j6.dfcfw.com/charts/StockPos/003595.png?rg=NaN
003598,华商润丰灵活配置混合A,https://j6.dfcfw.com/charts/StockPos/003598.png?rg=NaN
003605,景顺长城景泰汇利定开债A,https://j6.dfcfw.com/charts/StockPos/003605.png?rg=NaN
003606,海富通全球收益债券美元,https://j6.dfcfw.com/charts/StockPos/003606.png?rg=NaN
003607,博时富益纯债债券A,https://j6.dfcfw.com/charts/StockPos/003607.png?rg=NaN
003612,南方卓元债券A,https://j6.dfcfw.com/charts/StockPos/003612.png?rg=NaN
003613,南方卓元债券C,https://j6.dfcfw.com/charts/StockPos/003613.png?rg=NaN
003614,中信保诚景瑞债券A,https://j6.dfcfw.com/charts/StockPos/003614.png?rg=NaN
003615,中信保诚景瑞债券C,https://j6.dfcfw.com/charts/StockPos/003615.png?rg=NaN
003618,招商招旺纯债A,https://j6.dfcfw.com/charts/StockPos/003618.png?rg=NaN
003619,招商招旺纯债C,https://j6.dfcfw.com/charts/StockPos/003619.png?rg=NaN
003624,创金合信资源股票发起式A,https://j6.dfcfw.com/charts/StockPos/003624.png?rg=NaN
003625,创金合信资源股票发起式C,https://j6.dfcfw.com/charts/StockPos/003625.png?rg=NaN
003626,平安鑫利混合A,https://j6.dfcfw.com/charts/StockPos/003626.png?rg=NaN
003628,兴银收益增强A,https://j6.dfcfw.com/charts/StockPos/003628.png?rg=NaN
003629,摩根全球多元配置(QDII-FOF)人民币A,https://j6.dfcfw.com/charts/StockPos/003629.png?rg=NaN
003630,摩根全球多元配置(QDII-FOF)美元现钞,https://j6.dfcfw.com/charts/StockPos/003630.png?rg=NaN
003631,摩根全球多元配置(QDII-FOF)美元现汇,https://j6.dfcfw.com/charts/StockPos/003631.png?rg=NaN
003634,嘉实农业产业股票A,https://j6.dfcfw.com/charts/StockPos/003634.png?rg=NaN
003637,安信永鑫增强债券A,https://j6.dfcfw.com/charts/StockPos/003637.png?rg=NaN
003638,安信永鑫增强债券C,https://j6.dfcfw.com/charts/StockPos/003638.png?rg=NaN
003640,兴业裕丰债券,https://j6.dfcfw.com/charts/StockPos/003640.png?rg=NaN
003641,长盛盛丰灵活配置混合A,https://j6.dfcfw.com/charts/StockPos/003641.png?rg=NaN
003642,长盛盛丰灵活配置混合C,https://j6.dfcfw.com/charts/StockPos/003642.png?rg=NaN
003646,创金合信中证1000指数增强A,https://j6.dfcfw.com/charts/StockPos/003646.png?rg=NaN
003647,创金合信中证1000指数增强C,https://j6.dfcfw.com/charts/StockPos/003647.png?rg=NaN
003648,融通通祺债券A,https://j6.dfcfw.com/charts/StockPos/003648.png?rg=NaN
003650,融通通润债券,https://j6.dfcfw.com/charts/StockPos/003650.png?rg=NaN
003651,博时丰达纯债6个月定开债,https://j6.dfcfw.com/charts/StockPos/003651.png?rg=NaN
003655,信澳新财富混合A,https://j6.dfcfw.com/charts/StockPos/003655.png?rg=NaN
003656,民生加银鑫元纯债A,https://j6.dfcfw.com/charts/StockPos/003656.png?rg=NaN
003657,民生加银鑫元纯债C,https://j6.dfcfw.com/charts/StockPos/003657.png?rg=NaN
003659,山证资管策略精选混合A,https://j6.dfcfw.com/charts/StockPos/003659.png?rg=NaN
003662,鹏华永盛一年定开债,https://j6.dfcfw.com/charts/StockPos/003662.png?rg=NaN
003664,新沃通利纯债A,https://j6.dfcfw.com/charts/StockPos/003664.png?rg=NaN
003665,新沃通利纯债C,https://j6.dfcfw.com/charts/StockPos/003665.png?rg=NaN
003668,东方红益鑫纯债债券A,https://j6.dfcfw.com/charts/StockPos/003668.png?rg=NaN
003669,东方红益鑫纯债债券C,https://j6.dfcfw.com/charts/StockPos/003669.png?rg=NaN
003670,国联物联网主题A,https://j6.dfcfw.com/charts/StockPos/003670.png?rg=NaN
003671,兴业裕恒债券A,https://j6.dfcfw.com/charts/StockPos/003671.png?rg=NaN
003672,兴业裕华债券A,https://j6.dfcfw.com/charts/StockPos/003672.png?rg=NaN
003673,中加丰裕纯债债券A,https://j6.dfcfw.com/charts/StockPos/003673.png?rg=NaN
003674,融通通玺债券,https://j6.dfcfw.com/charts/StockPos/003674.png?rg=NaN
003678,国联现金增利货币A,https://j6.dfcfw.com/charts/StockPos/003678.png?rg=NaN
003679,国联现金增利货币C,https://j6.dfcfw.com/charts/StockPos/003679.png?rg=NaN
003680,华润元大双鑫债券A,https://j6.dfcfw.com/charts/StockPos/003680.png?rg=NaN
003681,建信睿享纯债债券A,https://j6.dfcfw.com/charts/StockPos/003681.png?rg=NaN
003682,博时安弘一年定开债发起式A,https://j6.dfcfw.com/charts/StockPos/003682.png?rg=NaN
003683,博时安弘一年定开债发起式C,https://j6.dfcfw.com/charts/StockPos/003683.png?rg=NaN
003684,汇安丰融混合A,https://j6.dfcfw.com/charts/StockPos/003684.png?rg=NaN
003685,汇安丰融混合C,https://j6.dfcfw.com/charts/StockPos/003685.png?rg=NaN
003692,大成景尚灵活配置混合A,https://j6.dfcfw.com/charts/StockPos/003692.png?rg=NaN
003693,大成景尚灵活配置混合C,https://j6.dfcfw.com/charts/StockPos/003693.png?rg=NaN
003696,国泰润鑫定开债发起式,https://j6.dfcfw.com/charts/StockPos/003696.png?rg=NaN
003697,华夏睿磐泰盛混合A,https://j6.dfcfw.com/charts/StockPos/003697.png?rg=NaN
003703,博时富鑫纯债A,https://j6.dfcfw.com/charts/StockPos/003703.png?rg=NaN
003708,博时民丰纯债A,https://j6.dfcfw.com/charts/StockPos/003708.png?rg=NaN
003709,博时民丰纯债C,https://j6.dfcfw.com/charts/StockPos/003709.png?rg=NaN
003711,宏利京元宝货币A,https://j6.dfcfw.com/charts/StockPos/003711.png?rg=NaN
003712,宏利京元宝货币B,https://j6.dfcfw.com/charts/StockPos/003712.png?rg=NaN
003713,英大睿盛A,https://j6.dfcfw.com/charts/StockPos/003713.png?rg=NaN
003714,英大睿盛C,https://j6.dfcfw.com/charts/StockPos/003714.png?rg=NaN
003715,宝盈消费主题混合,https://j6.dfcfw.com/charts/StockPos/003715.png?rg=NaN
003717,中银量化精选混合A,https://j6.dfcfw.com/charts/StockPos/003717.png?rg=NaN
003718,易方达标普500指数美元汇A,https://j6.dfcfw.com/charts/StockPos/003718.png?rg=NaN
003719,易方达标普医疗保健美元汇A,https://j6.dfcfw.com/charts/StockPos/003719.png?rg=NaN
003720,易方达标普生物科技美元汇A,https://j6.dfcfw.com/charts/StockPos/003720.png?rg=NaN
003721,易方达标普信息科技指数(QDII-LOF)A(美元现汇),https://j6.dfcfw.com/charts/StockPos/003721.png?rg=NaN
003722,易方达纳斯达克100ETF联接(QDII-LOF)A(美元现汇),https://j6.dfcfw.com/charts/StockPos/003722.png?rg=NaN
003723,华润元大双鑫债券C,https://j6.dfcfw.com/charts/StockPos/003723.png?rg=NaN
003728,融通通宸债券A,https://j6.dfcfw.com/charts/StockPos/003728.png?rg=NaN
003730,博时富华纯债债券A,https://j6.dfcfw.com/charts/StockPos/003730.png?rg=NaN
003733,金鹰添裕纯债债券A,https://j6.dfcfw.com/charts/StockPos/003733.png?rg=NaN
003734,万家瑞盈灵活配置混合A,https://j6.dfcfw.com/charts/StockPos/003734.png?rg=NaN
003735,万家瑞盈灵活配置混合C,https://j6.dfcfw.com/charts/StockPos/003735.png?rg=NaN
003741,鹏华丰盈债券A,https://j6.dfcfw.com/charts/StockPos/003741.png?rg=NaN
003742,汇安嘉汇纯债债券A,https://j6.dfcfw.com/charts/StockPos/003742.png?rg=NaN
003745,广发多元新兴股票,https://j6.dfcfw.com/charts/StockPos/003745.png?rg=NaN
003746,广发汇瑞3个月定开债券,https://j6.dfcfw.com/charts/StockPos/003746.png?rg=NaN
003747,万家鑫享纯债A,https://j6.dfcfw.com/charts/StockPos/003747.png?rg=NaN
003748,万家鑫享纯债C,https://j6.dfcfw.com/charts/StockPos/003748.png?rg=NaN
003751,万家瑞隆混合A,https://j6.dfcfw.com/charts/StockPos/003751.png?rg=NaN
003752,工银如意货币A,https://j6.dfcfw.com/charts/StockPos/003752.png?rg=NaN
003753,工银如意货币B,https://j6.dfcfw.com/charts/StockPos/003753.png?rg=NaN
003760,国泰中证500指数增强A,https://j6.dfcfw.com/charts/StockPos/003760.png?rg=NaN
003761,国泰中证500指数增强C,https://j6.dfcfw.com/charts/StockPos/003761.png?rg=NaN
003765,广发创业板ETF发起式联接A,https://j6.dfcfw.com/charts/StockPos/003765.png?rg=NaN
003766,广发创业板ETF发起式联接C,https://j6.dfcfw.com/charts/StockPos/003766.png?rg=NaN
003767,宏利纯利债券A,https://j6.dfcfw.com/charts/StockPos/003767.png?rg=NaN
003768,宏利纯利债券C,https://j6.dfcfw.com/charts/StockPos/003768.png?rg=NaN
003770,中银丰庆定期开放债券,https://j6.dfcfw.com/charts/StockPos/003770.png?rg=NaN
003776,南方宣利定开债A,https://j6.dfcfw.com/charts/StockPos/003776.png?rg=NaN
003777,南方宣利定开债C,https://j6.dfcfw.com/charts/StockPos/003777.png?rg=NaN
003787,方正富邦惠利纯债A,https://j6.dfcfw.com/charts/StockPos/003787.png?rg=NaN
003788,方正富邦惠利纯债C,https://j6.dfcfw.com/charts/StockPos/003788.png?rg=NaN
003792,民生加银现金宝货币C,https://j6.dfcfw.com/charts/StockPos/003792.png?rg=NaN
003793,宏利溢利债券A,https://j6.dfcfw.com/charts/StockPos/003793.png?rg=NaN
003794,宏利溢利债券C,https://j6.dfcfw.com/charts/StockPos/003794.png?rg=NaN
003795,方正富邦睿利纯债A,https://j6.dfcfw.com/charts/StockPos/003795.png?rg=NaN
003796,方正富邦睿利纯债C,https://j6.dfcfw.com/charts/StockPos/003796.png?rg=NaN
003805,华安新恒利混合A,https://j6.dfcfw.com/charts/StockPos/003805.png?rg=NaN
003806,华安新恒利混合C,https://j6.dfcfw.com/charts/StockPos/003806.png?rg=NaN
003809,招商招顺纯债A,https://j6.dfcfw.com/charts/StockPos/003809.png?rg=NaN
003810,招商招顺纯债C,https://j6.dfcfw.com/charts/StockPos/003810.png?rg=NaN
003811,中金金利A,https://j6.dfcfw.com/charts/StockPos/003811.png?rg=NaN
003812,中金金利C,https://j6.dfcfw.com/charts/StockPos/003812.png?rg=NaN
003813,泰康金泰回报3个月持有A,https://j6.dfcfw.com/charts/StockPos/003813.png?rg=NaN
003816,银华日利B,https://j6.dfcfw.com/charts/StockPos/003816.png?rg=NaN
003819,广发景华纯债A,https://j6.dfcfw.com/charts/StockPos/003819.png?rg=NaN
003822,中信建投轮换混合A,https://j6.dfcfw.com/charts/StockPos/003822.png?rg=NaN
003823,中信建投轮换混合C,https://j6.dfcfw.com/charts/StockPos/003823.png?rg=NaN
003824,天弘信利债券A,https://j6.dfcfw.com/charts/StockPos/003824.png?rg=NaN
003825,天弘信利债券C,https://j6.dfcfw.com/charts/StockPos/003825.png?rg=NaN
003832,中银丰润定期开放债券,https://j6.dfcfw.com/charts/StockPos/003832.png?rg=NaN
003834,华夏能源革新股票A,https://j6.dfcfw.com/charts/StockPos/003834.png?rg=NaN
003835,鹏华沪深港新兴成长混合A,https://j6.dfcfw.com/charts/StockPos/003835.png?rg=NaN
003837,东方臻享纯债债券A,https://j6.dfcfw.com/charts/StockPos/003837.png?rg=NaN
003838,东方臻享纯债债券C,https://j6.dfcfw.com/charts/StockPos/003838.png?rg=NaN
003839,易方达瑞通灵活配置混合A,https://j6.dfcfw.com/charts/StockPos/003839.png?rg=NaN
003840,易方达瑞通灵活配置混合C,https://j6.dfcfw.com/charts/StockPos/003840.png?rg=NaN
003841,大成惠裕定开纯债债券A,https://j6.dfcfw.com/charts/StockPos/003841.png?rg=NaN
003842,中邮景泰灵活配置混合A,https://j6.dfcfw.com/charts/StockPos/003842.png?rg=NaN
