SH,601288,-0.45,2065510,2264390
SH,601398,-0.52,2030180,2683739
SH,601857,0.84,1743901,1971136
SZ,300750,0.02,1653210,1795466
SH,600519,0.05,1636632,1636632
SH,601138,-0.12,1352970,1352970
SH,601988,-0.34,1216117,1859166
SZ,300308,-3.67,1021000,1076004
SH,601628,1.1,803164,1090170
SH,600036,-0.43,800403,978530
SH,688256,2.72,753908,753908
SH,601088,-0.06,724616,953034
SH,601899,1.88,724153,934664
SH,688041,1.61,687423,687423
SH,600900,0,678993,678993
SZ,000333,-2.12,574837,636956
SH,601318,-0.21,569034,966586
SZ,002371,1.28,545275,545711
SZ,300502,-0.21,527974,586912
SH,600028,0.39,483238,616720
SH,601728,-1.89,479752,565514
SZ,002475,1.95,417456,440264
SH,601166,-0.75,388127,388127
SH,603259,8.49,382913,461945
SH,601658,-0.19,359738,595671
SH,600276,4.82,348421,362524
SH,688012,1.68,346399,352151
SH,600030,0.11,340335,436698
SH,600183,10,337597,340012
SZ,002415,-0.55,336877,341300
SZ,002594,0.66,313935,820912
SH,600000,-0.85,306747,306747
SH,601998,-1.18,304092,415113
SZ,000858,0.85,291540,291548
SH,603986,8.32,278795,292663
SZ,002384,4.04,270707,357658
SZ,300059,-0.14,266799,316128
SH,600150,-0.13,262268,262268
SH,688981,3.5,256944,1100096
SZ,002916,8.09,254376,260635
SH,601319,-0.41,251679,313548
SZ,300394,2.4,251069,251632
SH,688008,3.44,246720,263050
SH,601816,-0.78,246585,246585
SH,601225,0.64,242763,242763
SZ,300476,12.01,242428,275376
SZ,002463,7.4,242024,242220
SH,601211,0.28,241730,315733
SZ,300408,0.31,238195,253234
SH,600309,1,237039,237039
SH,688825,1,236319,3509909
SZ,002938,8.06,234341,235021
SZ,000651,-0.36,221433,224616
SZ,000001,-0.7,217149,217152
SH,601601,-0.62,215413,302752
SZ,000725,1.85,214679,224859
SH,600919,-1.1,213242,213242
SZ,002142,-0.81,207750,207881
SH,603288,-0.35,202489,213095
SH,688072,1.26,195242,200757
SH,601919,0.39,193747,235587
SH,600406,-0.2,193157,193726
SH,601668,-1.08,186768,186768
SZ,300760,1.11,183418,183576
SZ,300274,6.99,181232,236678
SH,600025,-0.81,180163,180163
SH,601328,-0.42,180161,610594
SZ,300433,3.1,178412,189507
SH,600176,8.83,176259,177659
SH,600989,0.85,173581,173581
