market,code,chg_pct,vol_rank,amt_rank
SH,601288,-4.77,2161283,2369385
SH,601398,-3.67,2116456,2797789
SH,601857,-2.21,1784381,2016891
SZ,300750,-0.57,1702030,1848487
SH,600519,-1.66,1673834,1673834
SH,601988,-4.06,1241409,1897831
SH,601138,5.65,1127938,1127938
SZ,300308,7.48,1030768,1086297
SH,601628,-0.74,821280,1114760
SH,600036,-2.88,812368,993158
SH,601088,-2.64,733686,964963
SH,688256,8.3,709286,709286
SH,600900,-2.63,702483,702483
SH,601899,1.28,682331,880684
SH,688041,3.45,657462,657462
SZ,000333,-2.46,597038,661575
SH,601318,-2.16,581933,988496
SZ,300502,9.95,511744,568871
SZ,002371,4.93,508288,508694
SH,600028,-1.13,493660,630022
SH,601728,-3.53,485962,572835
SZ,002475,1.75,434890,458650
SH,601166,-1.98,396169,396169
SH,601658,-2.29,369892,612485
SH,600030,0.98,350319,426387
SH,600276,-0.96,345232,359205
SH,603993,2.74,340137,416761
SH,688012,3.25,337090,342687
SZ,002594,-0.29,333146,871148
SZ,002415,2.47,330182,334518
SH,601998,-2.76,314283,429024
SH,600000,-3.59,311743,311743
SZ,000858,-0.19,304311,304318
SZ,300059,2.35,273208,323722
SH,603986,5.69,262189,275231
SH,600150,0.55,262042,262042
SH,601319,-1.2,260199,324162
SH,688825,9.29,260186,3864378
SH,600183,7.64,259818,261677
SH,688981,4.01,255784,1095098
SH,601211,-2.62,250098,326662
SH,601816,-2.68,248053,248053
SH,688008,7.7,242621,258681
SZ,002384,6.93,239861,316905
SH,601225,-1,237431,237431
SH,600309,-2.93,232625,232625
SZ,000651,-1.45,231096,234419
SZ,000001,-1.2,222582,222586
SH,601601,-2.28,219384,308332
SZ,300408,8.34,213307,226775
SH,600919,-2.19,212141,212141
SH,603288,-1.85,210969,222018
SZ,002142,-4.03,208344,208475
SZ,002916,8.64,205486,210542
SZ,002463,8.8,201991,202154
SH,688072,9.48,198702,204315
SZ,000725,3.92,196995,206337
SZ,300394,11.72,194680,195116
SH,601919,-1.45,194250,236198
SH,600406,-0.4,193958,194529
SH,601668,-1.05,192966,192966
SZ,300760,-1.72,192394,192560
SZ,002938,9.14,191799,192356
SH,600025,-1.27,186497,186497
SH,601328,-4.09,183029,620314
SH,600031,-1.57,173725,188498
SH,600989,-2.34,171014,171014
SH,600887,-2.16,170503,171354
SZ,300476,8.56,169405,192429
SH,601066,0.89,169342,202217
SH,601985,-1.53,168628,183672
SZ,300274,2.29,168421,219947
SZ,002352,-0.99,166865,183075
SZ,300433,6,162410,172509
SZ,003816,-2.39,159701,205025
SH,600809,-1.52,155448,155448
SZ,300124,0.96,154549,173612
SH,600176,4.8,152469,153680
SH,601766,-1.73,151319,178507
SH,601818,-2.18,144789,184347
SH,600111,1.92,144241,144241
SH,601688,0.05,144016,177919
SH,600690,-1.37,143507,215217
SH,601100,3.57,143039,143039
SH,601009,-2.79,141563,141563
SH,688498,11.62,139483,141308
SH,688120,4.01,138487,138487
SZ,000338,7.05,137738,240112
SZ,000063,2.49,137463,163262
SH,600050,-1.11,137288,138501
SZ,002050,4.31,136532,155654
SH,601872,2,135652,135652
SZ,300604,11.46,133939,173602
SH,688082,7.08,133685,135137
SZ,000568,0.01,133204,133281
SH,601229,-2.39,132997,132997
SH,600019,-1.43,132125,134395
SH,601336,1,132092,197592
SH,600999,1.31,132037,154711
SZ,002281,9.12,130704,137605
SH,688111,11.4,130355,130355
SH,688361,14.15,129865,129865
SH,600104,0.63,128977,128977
SZ,002714,-2.34,127874,225031
SZ,301165,12.55,127845,127845
SH,601600,0.84,127148,165202
SZ,000776,1.46,126996,168312
SH,600016,-1.37,126954,156741
SZ,000408,1.34,126877,126878
SH,601898,-1.49,126481,183235
SH,688506,-1.72,124568,124568
SH,600760,-1.1,123425,123660
