market,code,chg_pct,vol_rank,amt_rank
SH,601288,1.28,2014431,2208393
SH,601398,1.09,1997826,2640970
SH,601857,0.65,1510733,1707586
SZ,300750,1.55,1507714,1638621
SH,600519,-0.17,1503611,1503611
SH,601138,-2.65,1280142,1280142
SH,601988,1.55,1239301,1894609
SZ,300308,1.47,1232044,1237922
SH,688256,2.79,904114,904114
SH,688041,1.22,830486,830486
SH,601628,-0.93,771928,1047773
SH,600036,0.3,763065,932882
SH,600900,0.39,688536,688536
SH,601088,1.24,684708,900545
SZ,300502,-0.55,652332,725153
SZ,002371,-0.76,576317,576778
SH,601899,-1.83,560575,723533
SZ,000333,1.72,551621,611740
SH,601318,-0.15,526607,894518
SH,600028,1.47,457654,584070
SZ,002475,-3.14,440823,464907
SH,601728,-0.34,436279,514270
SH,688012,-1.03,405145,411872
SH,603986,-7.24,379456,398332
SH,601166,0.12,367176,367176
SH,601658,1.21,362639,600475
SH,600030,-0.84,342892,417347
SH,600183,-5.15,339253,344158
SZ,002384,-0.53,334104,441417
SH,688981,1.4,330548,1415187
SZ,002594,-2.98,304416,796023
SZ,002415,-2.4,304140,308123
SH,600000,0.55,303416,303416
SH,688008,-1.35,302687,322722
SH,603259,-0.96,301988,364317
SH,603993,-3.82,293866,360066
SZ,300394,-2.03,289054,289701
SZ,002916,1.07,286234,293276
SZ,300059,-2.32,263327,312014
SH,600150,-8.09,256172,256172
SZ,000725,-6.84,250046,261903
SH,601211,0.11,247263,322962
SZ,002463,-1.4,245389,245587
SZ,300476,-0.5,234130,265951
SH,601816,0.21,228483,228483
SZ,002938,0,227524,228185
SH,601225,1.83,226281,226281
SZ,300408,-8.74,216766,230453
SZ,000651,0.71,212708,215766
SH,600309,-1.15,212590,212590
SH,600176,-6.44,206959,208603
SZ,002142,1.95,206563,206692
SH,600919,1.26,205902,205902
SZ,300433,-5.1,205795,218593
SZ,000001,0.19,203177,203180
SH,601601,-0.8,201107,282646
SH,688498,-0.68,196367,198937
SH,601668,0.22,190074,190074
SH,603288,-0.61,186336,196095
SH,600584,2.84,186063,186063
SH,600025,1.14,181281,181281
SZ,002281,-2.88,176939,187609
SH,601919,0.72,176796,214975
SH,600487,-7.6,176344,177260
SH,601328,1.51,174946,592921
SZ,300274,-4.15,174644,228074
SH,600406,-1.26,174258,174771
SH,601066,-3.18,171356,204622
SH,603256,-5.73,170852,175680
SH,688525,-7.16,170075,170075
SZ,300604,-1.42,169979,220315
SZ,300760,-1.28,169293,169439
SZ,000063,3.58,169080,200813
SH,601985,-0.33,167684,182644
SH,688120,2.13,164008,164008
SZ,000988,0.61,159823,159905
SH,601869,-5.3,159695,325375
SH,603019,0.89,158683,158690
SZ,002050,-1.26,157131,179472
SH,600887,-0.63,155586,156363
SH,600031,-2.8,155336,168544
SZ,301308,-7.41,153327,230145
SZ,003816,0.52,152621,195935
SZ,002352,-0.36,152211,168016
SH,600999,-0.82,151335,177322
SH,688521,-1.57,151143,151143
SH,688347,0,150819,642750
SZ,300124,-2.99,148307,166599
SH,601100,-1.28,146927,146927
SH,688361,-0.77,146876,146876
SH,601688,-0.78,146281,180718
SH,600522,-6.76,146074,146074
SH,600111,-5.82,144711,144711
SH,601818,0.33,142469,181393
SZ,301200,-5.6,134869,155094
SZ,300857,-0.85,134159,134849
SH,600809,-0.69,133623,133623
SH,601009,0.66,132414,132414
SH,601766,-1.26,132100,155835
SZ,300442,-1.97,131913,132301
SZ,000792,-2.9,130489,130490
SH,600050,0.24,130470,131623
SZ,000977,-1.67,129111,129255
SH,601336,-1.7,129089,193100
SH,601698,-7.68,128210,128210
SH,603501,2.53,127700,133069
SH,601229,0.56,127313,127313
SH,600690,-0.38,126749,190085
SH,688506,-1.73,126133,126133
SZ,002714,0.18,125348,220586
SH,601872,-2.96,121199,121199
SZ,301165,5.04,121197,121197
SZ,001309,-8.36,120995,166278
SH,600016,0.6,119153,147109
SH,600018,0.59,118326,118495
SH,600673,5.79,117961,118276
SH,600019,-0.17,117135,119148
SH,601898,0.79,116871,169313
SZ,002080,-3.5,114784,114784
SH,600104,-1.67,114378,114378
SH,600160,-2.89,113821,113821
SZ,002156,5.31,113384,113395
SZ,002008,-9.2,113181,121802
SZ,000568,-1.91,112801,112865
SZ,000938,2.32,112401,112401
SH,600760,-2.94,110805,111016
SZ,300014,-4.85,110420,113598
SH,600926,0.33,110112,110112
SH,605117,2.49,109612,109612
SH,600346,-2.14,108754,108754
SH,601600,-2.15,107871,140156
SH,600188,-1.04,107125,180362
SH,600118,0.46,106932,106932
SH,600905,-0.52,106346,106346
SZ,000408,-2.59,105901,105902
SH,688396,0.34,105420,105420
SH,688249,-3.15,105218,116547
SZ,301217,-4.1,105003,105003
SH,600015,0.44,104787,108381
SZ,000657,-3.46,104785,164333
SH,688126,1.13,104618,121658
SH,601995,-1.54,104107,171899
SH,601169,0.41,104023,104023
SZ,002493,1.28,103559,110783
SH,600886,0.58,102942,110542
SH,688200,1.39,102694,102694
SZ,002353,-2.46,101901,150978
SZ,000166,-0.66,100959,112179
SZ,300475,-17.3,100853,105224
SH,600660,-1.19,100510,130957
SH,601888,-2.46,100416,106861
SH,688183,-2.75,100176,100176
SZ,002028,7.82,99928,128029
SH,600089,-2.58,98732,98732
SZ,000100,-4.29,98580,101924
SZ,002600,-10.02,98204,110757
SH,688766,-6.54,97692,97692
SH,688629,4.32,97140,98671
SH,601689,-2.74,96936,96936
SZ,002736,-0.49,96124,102417
SH,600489,-2.6,96025,96025
SH,601939,1.32,95553,2605540
SZ,300033,-4.12,95332,163662
SH,603893,6.81,94314,94326
SH,600549,-4.52,93982,96017
SH,601006,0,92958,92958
SH,601881,-0.99,92788,140070
SZ,002230,-1.82,92607,101608
SH,601633,-0.33,92432,127104
SZ,002602,-3.48,92097,99873
SH,688172,-1.93,92064,109641
SH,600893,-6.08,89522,89537
SH,601012,-2.88,89118,89118
SH,688271,-0.81,89100,89100
SZ,000021,-3.41,88043,88055
SZ,000538,1.66,87991,88553
SH,600547,-2.99,87506,111606
SH,601390,-0.46,86580,104503
SZ,002185,2.41,86123,86143
SH,601127,-8.42,85413,95548
SZ,300223,-8.48,84853,97323
SZ,002001,-2.88,84637,85656
SH,600938,0.53,84617,1345098
SH,601727,-2.34,84020,103497
SH,600362,-5.63,83985,140137
SZ,000617,-2.21,83691,83691
SH,600795,0.65,82936,82936
SH,688702,7.53,82658,166952
SH,601868,-1.56,81396,111043
SH,600941,0.2,81394,1955002
SZ,000895,0.17,81097,81108
SH,605499,-1.82,80642,87583
SH,688037,4.19,80510,80510
SH,688409,0.87,80310,80310
SH,688777,-3.91,80082,80488
SZ,002837,-3.76,80003,90186
SZ,300498,-0.06,79259,88697
SZ,000807,-1.93,78722,78723
SZ,000301,-5.97,77979,78013
SH,688519,-0.14,77960,77960
SZ,002179,-5.05,77819,77961
SZ,300757,-2.14,77785,80197
SZ,001289,-1.65,77646,128741
SH,601838,0.55,77055,77055
SH,688048,-3.04,76155,76155
SH,601991,-7.67,75988,113446
SZ,002851,1.71,75410,95739
SH,600436,6.69,75342,75342
SH,600236,0,74804,74804
SH,600011,-0.57,74784,106747
SZ,300666,-1.06,74472,92947
SH,688017,0.07,74300,74300
SZ,002311,-0.3,73959,74031
SH,600039,0.59,73826,73826
SZ,300136,-10.41,73459,86133
SH,600460,-1.18,73186,73186
SZ,000425,-3.79,72995,94978
SH,688110,0.53,72935,72935
SH,600023,0.37,72675,72675
SZ,300661,-3.09,72392,81500
SH,601825,0.65,72277,74359
SH,600674,0.89,72144,72144
SZ,002049,-1.57,71759,71768
SH,601168,-1.73,71276,71276
SH,688019,-0.06,71112,71112
SH,600482,-5.13,71110,71110
SH,600879,-7.46,71100,71100
SH,601186,0,70975,83786
SH,601958,-2.31,70598,70598
SZ,002241,-1.76,69740,78754
SH,601800,-0.33,69399,95986
SH,601231,-4.6,69184,69184
SH,688002,-1.33,69083,69083
SZ,002202,-8.8,68582,86123
SH,600105,-4.35,68568,68568
SH,688141,-0.29,68534,68534
SH,601111,-2.16,68316,120291
SZ,002027,-1.65,68312,68312
SZ,300620,-5.05,68220,68794
SH,600585,-0.75,67915,89982
