market,code,chg_pct,vol_rank,amt_rank
SH,601288,2.17,2107012,2309888
SH,601398,1.32,2065230,2730072
SH,601857,2.34,1768189,1998589
SZ,300750,-0.93,1688015,1833266
SH,600519,0.37,1622443,1622443
SH,601138,-2.92,1314274,1314274
SH,601988,1.69,1264593,1933274
SZ,300308,-1.53,1094023,1152961
SH,600036,0.37,790914,966929
SH,601628,-1.93,767764,1042120
SH,601088,1.96,753146,990556
SH,688256,0.82,732275,732275
SH,601899,0.24,688924,889193
SH,600900,0.36,686578,686578
SH,688041,-3.28,649211,649211
SZ,000333,0.88,573776,635776
SZ,300502,-3.1,567131,630441
SH,601318,-0.96,546861,928922
SH,601728,-0.6,510027,601202
SH,600028,1.2,480395,613092
SZ,002475,-2.28,421119,444847
SH,603259,0.05,412988,498228
SH,601166,0.22,378180,378180
SH,688012,1.78,371923,378099
SH,601658,0.41,357562,592069
SH,600183,-3.78,335281,337680
SH,600276,-1.16,333303,346794
SH,600030,-0.75,332785,427011
SH,603993,-1.51,328962,403069
SH,601998,1.43,317951,434032
SZ,300394,1.79,317483,318194
SZ,002415,-0.27,316523,320679
SZ,002594,-0.35,312261,816536
SH,600000,-0.65,299086,299086
SZ,002384,-1.8,296299,391469
SH,603986,-1.78,291509,306010
SZ,000858,-0.05,281449,281455
SH,688981,-1.28,269941,1155743
SH,688825,-4.26,266400,3956673
SZ,300059,-1.62,257184,304736
SZ,002916,-2.69,254150,260403
SH,600150,-0.82,251130,251130
SH,688008,-2.61,250120,266675
SH,601225,0.87,246738,246738
SH,601319,0,245289,305588
SH,601816,0.2,239247,239247
SH,601211,-1.87,238049,311185
SZ,002463,-1.26,237467,237659
SZ,300408,-3.61,234548,250468
SZ,300476,-2.42,232997,264664
SH,600309,0.11,229182,229182
SZ,000725,3.95,223520,234120
SZ,000651,0.53,221433,224616
SZ,002938,-3.75,219066,219702
SH,600919,0.6,214527,214527
SZ,002142,0.71,213954,214088
SH,688072,4.03,211454,217428
SH,601919,2.13,204797,249023
SH,601601,-0.82,204667,287648
SH,688498,1.44,198837,201439
SH,603288,0.17,197262,207595
SZ,300433,3.19,189693,201490
SH,600406,-0.46,187712,188264
SZ,300274,-0.76,187138,244390
SH,601328,1.59,182768,619430
SZ,300760,0.41,181999,182170
SH,601668,-0.22,179744,179744
SH,600025,0.84,179604,179604
SH,600176,-2.97,178483,179901
SH,600989,2.49,172334,172334
SH,601066,-1.27,165250,197330
SH,600487,1.29,161695,162535
SH,688082,4.83,159399,161129
SH,600887,-0.39,158166,158956
SH,601869,3.08,157708,321327
SZ,301165,-4.71,157045,157045
SZ,002352,0.31,156547,171754
SZ,002281,-1.42,154828,163003
SH,600584,-0.01,153585,153585
SZ,003816,0.26,152227,195430
SH,600111,-1.6,152158,152158
SZ,000338,-0.87,151368,263872
SZ,300124,0.24,149729,168196
SZ,000792,0.68,149380,149381
SH,601766,1.51,147426,173915
SH,600809,1.37,147091,147091
SZ,300604,-0.68,147071,193978
SZ,002050,1.13,145649,166048
SH,601100,-1.09,144299,144299
SH,601009,1.69,141686,141686
SH,688120,2.85,141619,141619
SZ,000063,-2.38,141611,168189
SH,601688,-1.38,139559,172413
SH,601818,0,138756,176666
SH,603256,-2.75,137669,141559
SH,600690,0.79,135441,203119
SH,601229,0.85,135128,135128
SH,600999,-1.57,133819,156798
SH,600050,-0.45,133259,134437
SH,600188,1.13,133177,224223
SH,603019,-0.63,131646,131651
SZ,301200,2.62,131297,150986
SZ,002714,1.43,130728,230054
SZ,300857,-0.66,130167,130836
SH,688361,-0.32,129372,129372
SZ,000568,0.32,127438,127511
SH,600346,2.98,126563,126563
SH,601600,-0.62,125168,162629
SH,605117,2.71,125006,125006
SH,600760,-1.11,124529,124765
SH,688506,0.48,124209,124209
SZ,000776,-1.03,123926,164244
SZ,000408,-0.8,123582,123583
SH,600489,-0.34,123073,123073
SH,600522,-1.27,120955,120955
SH,601336,-1.2,120622,180435
SH,600016,-0.58,120217,148422
SZ,002493,0.78,120181,128564
SH,600926,1.91,120043,120043
SH,688525,-1,119863,119863
SH,688111,1,119715,119715
SZ,300014,-0.97,119651,123096
SZ,000977,0.35,118755,118888
SH,600018,0.2,118558,118728
SZ,301308,-1.51,116371,177401
SH,600104,-0.49,115183,115183
SZ,300442,-3.52,114585,114922
SH,601698,0.07,113974,113974
SZ,000988,-1.41,112609,112667
SH,600660,0.95,112548,146641
SZ,000938,-4.33,112258,112258
SH,688521,-5.79,112115,112115
SZ,002353,-2.46,111940,165844
SH,600547,2.26,111253,141894
SZ,002028,-0.68,111094,142342
SH,600673,-2.52,109917,110210
SH,603501,-1.43,109604,114212
SH,600160,-1.8,108260,108260
SH,688347,-1.84,108025,460376
SZ,002156,2.01,107208,107218
SH,600905,-0.53,105774,105774
SZ,000657,3.01,105535,165449
SH,600089,-1.55,105149,105149
SH,601888,-0.32,105141,111889
SH,601169,0.2,104869,104869
SZ,000100,0.39,104816,108372
SZ,301217,-5.49,103585,103585
