SH,601288,-0.76,2059125,2257391
SH,601398,-0.65,2027484,2680175
SH,601857,0.94,1745520,1972966
SZ,300750,-0.39,1646223,1787878
SH,601138,0.22,1357733,1357733
SH,601988,-0.68,1211902,1852721
SZ,300308,2.35,1084911,1143357
SH,600036,-0.45,800197,978278
SH,601628,0.21,796084,1080560
SH,688256,-0.87,727494,727494
SH,601088,-0.17,723792,951949
SH,601899,1.25,719621,928814
SH,688041,0.67,681031,681031
SH,600900,-0.31,676791,676791
SZ,000333,-1.95,575869,638100
SH,601318,-0.23,568928,966405
SZ,300502,4.35,552155,613794
SZ,002371,0.88,543122,543556
SH,600028,0.2,482290,615511
SH,601728,-1.42,482081,568259
SZ,002475,3.27,422877,445980
SH,603259,6.01,374158,451383
SH,603993,1.72,361789,443290
SH,601658,-0.19,359738,595671
SH,600276,3.59,344339,358276
SH,688012,0.48,342328,348013
SH,600030,-0.35,338752,434667
SH,600183,10,337597,340012
SZ,002415,-0.5,337057,341483
SZ,002594,-0.38,310657,812342
SH,600000,-0.74,307080,307080
SH,601998,-1.31,303684,414556
SZ,000858,0.4,290260,290267
SH,603986,6.7,274623,288284
SZ,002384,4.94,273050,360753
SH,600150,0.17,263096,263096
SZ,300394,3.81,254541,255111
SZ,002916,7.62,253266,259497
SH,688981,1.5,251965,1078779
SH,601319,-0.69,250969,312664
SH,601816,-0.38,247564,247564
SH,688008,2.48,244430,260609
SH,601225,1.17,244023,244023
SZ,300476,11.81,241986,274875
SZ,002463,7.38,241986,242181
SH,601211,0.34,241865,315909
SH,600309,1.11,237290,237290
SZ,002938,8.85,236074,236760
SH,688825,-0.05,233843,3473124
SZ,300408,-2.4,231744,246376
SZ,000651,-0.26,221653,224840
SZ,000001,-0.88,216761,216764
SH,601601,-0.46,215756,303233
SZ,000725,1.68,214325,224489
SH,600919,-1.01,213426,213426
SZ,002142,-1,207354,207485
SH,603288,-0.35,202489,213095
SH,601919,0.65,194250,236198
SH,600406,-0.2,193157,193726
SH,688072,-0.02,192740,198185
SH,601668,-0.87,187181,187181
SZ,300760,0.43,182182,182339
SH,600025,-0.71,180349,180349
SH,601328,-0.42,180161,610594
SZ,300433,3.53,179158,190299
SH,600989,0.72,173361,173361
SH,600176,6.33,172208,173576
SH,688498,3.8,170045,172270
SZ,300274,-0.97,167722,219035
SH,601066,-0.65,167458,199968
SH,601985,-0.33,166173,180998
SH,600031,-1.51,164912,178935
SZ,002352,-1.15,159955,175493
SH,600111,5.39,159677,159677
SZ,300124,1.81,155562,174749
SZ,003816,-1.51,153407,196945
SZ,000792,0.84,152237,152239
SZ,002281,10,151793,159808
SZ,000338,1.46,147750,257565
SH,601872,1.85,147037,147037
SH,600809,0.03,145957,145957
SH,601766,-0.66,143291,169036
SZ,000408,3.7,141201,141202
SH,601818,-0.64,141077,179620
SH,601100,-0.13,140719,140719
SH,601688,-1.58,140144,173135
SZ,000063,-0.28,139356,165510
SH,601009,-0.7,138472,138472
SH,600584,1.19,137373,137373
SH,601869,2.97,137342,279832
SZ,300604,0.59,137135,180873
SH,603256,4.79,137114,140989
SH,600690,-0.89,137066,205558
SH,688082,1.88,135757,137231
SH,600999,0.39,134116,157146
SH,600050,-1.82,133259,134437
SH,601229,-0.74,131149,131149
SZ,000568,1.23,129571,129645
SH,601600,1.98,129393,168119
SZ,301165,-2.8,128992,128992
SH,601898,-1.68,127762,185091
SZ,002714,0.91,127021,223530
SH,600188,-0.23,126500,212982
SH,688120,3.98,126224,126224
SH,601336,-0.02,125856,188265
SH,600346,2.41,125789,125789
SH,600016,0.28,125181,154552
SH,688506,0.13,124841,124841
SH,688111,0.61,124690,124690
SZ,002493,1.29,124290,132959
SH,600019,-1.19,123773,125900
SH,600489,1.08,123025,123025
SH,688361,0.94,122595,122595
SZ,000776,-0.09,122096,161818
SZ,300857,-0.03,121715,122341
SZ,301200,5.27,120551,138629
SH,600760,-0.25,120369,120598
SH,600104,-0.47,120241,120241
SH,600018,-0.57,120186,120357
SH,600160,-1.54,116521,116521
SH,600926,-0.98,116129,116129
SH,688521,1.22,115607,115607
SZ,300014,0.11,114476,117771
SH,601698,0.19,114227,114227
SH,600522,3.19,113719,113719
SZ,000977,0.64,113357,113484
SH,688525,2.9,113035,113035
SZ,300442,0.33,112949,113281
SH,600660,-0.83,111326,145050
SH,601888,0.14,108636,115609
SH,600547,0.17,108469,138344
SH,600905,-0.52,108061,108061
SH,603501,-0.18,107999,112539
SZ,000988,3.98,107644,107699
SZ,000938,-0.97,107453,107453
SH,600089,0.28,107321,107321
SZ,301308,3.66,107025,160645
SH,605117,0.46,106799,106799
SH,600886,-1.24,105775,113584
SH,601169,-0.59,105715,105715
SZ,300033,0.62,105420,180980
SH,600015,-1.16,103556,107107
SH,600362,6.16,101895,170020
SZ,000166,-0.43,101860,113181
SH,601995,-0.88,101155,167023
SH,601168,6.57,100896,100896
SZ,002353,0.58,100484,148879
SH,600673,2.61,99081,99345
SH,601012,2.28,98742,98742
SZ,000100,0.62,97574,100884
SH,601633,-0.37,97408,133947
SZ,002028,-1.09,96996,124273
SZ,002736,-0.68,96797,103134
SH,601939,-0.58,96416,2629084
SH,601006,-0.61,95541,95541
SZ,002230,-0.24,95417,104659
SZ,000657,4.85,95245,149317
SH,600893,-0.55,95172,95188
SZ,002008,4.08,94793,102013
SZ,000807,2.03,94327,94328
SZ,301217,14.61,94060,94060
SZ,002602,-0.35,93864,101789
SZ,002156,1.38,93779,93787
SH,600938,0.94,93438,1485311
SH,603228,10,93233,95064
SZ,002001,-0.22,92260,93371
SZ,002600,0.39,92088,103858
SZ,002080,6.5,92079,92079
SH,688271,0.19,91655,91655
SH,601390,-0.21,91051,109900
SZ,000538,-0.01,89852,90426
SH,601881,-0.47,89674,135368
SZ,000617,-1.38,89506,89506
SH,600795,-0.39,89178,89178
SH,601127,-0.71,88293,98771
SH,600549,-1.64,87828,89730
SZ,000301,2.17,87098,87136
SH,601689,0.44,86874,86874
SZ,002648,1.38,86586,86642
SH,600941,-1.15,86061,2067442
SH,603893,0.12,85949,85960
SH,600236,-0.9,85681,85681
SH,601868,0.39,84315,115024
SZ,000895,-5.31,83245,83256
SH,605499,1.11,82630,89741
SH,603799,5.46,82413,82671
SH,600436,0.51,82341,82341
SH,688777,-0.95,81475,81888
SH,688200,1.98,80901,80901
SH,688249,1.44,80826,89529
SZ,300498,0.3,80805,90427
SZ,001289,-0.55,80469,133423
SH,688396,2.72,79772,79772
SH,600118,1.33,78281,78281
SZ,300757,2.12,78172,80596
