market,code,chg_pct,vol_rank,amt_rank
SH,601288,-3.33,2126166,2330887
SH,601398,-3.63,2067926,2733636
SH,601857,-1.53,1761712,1991268
SZ,300750,0.28,1684862,1829842
SH,600519,-1.86,1667021,1667021
SH,601988,-2.98,1232978,1884943
SH,601138,4.36,1157704,1157704
SZ,300308,8.28,1084689,1143123
SH,600036,-2.02,815668,997193
SH,601628,-0.79,795459,1079712
SH,601088,-1.91,707301,930260
SH,600900,-2.33,694163,694163
SH,688256,0.34,648084,648084
SH,688041,2.26,620389,620389
SZ,000333,-1.25,583887,646989
SH,601318,-2.11,579588,984512
SZ,300502,8.97,538597,598722
SH,601728,-2,492172,580155
SH,600028,-2.45,487975,622766
SZ,002371,2.21,475310,475689
SZ,002475,1.38,398850,420641
SH,601166,-2.45,394264,394264
SH,601658,-1.94,365540,605279
SH,603259,10,349598,421754
SZ,002415,1.37,348003,352573
SH,600030,-0.49,342526,416902
SH,600276,0.89,341085,354891
SH,603993,-0.25,334026,409273
SZ,002594,-2.91,319688,835956
SH,601998,-1.89,315913,431250
SH,600000,-2.27,313408,313408
SZ,000858,-1.12,299575,299583
SZ,300059,-0.24,266532,315811
SH,600183,7.76,265172,267069
SH,601319,-1.49,256649,319739
SH,601816,-0.95,252946,252946
SZ,002384,10,248276,328023
SH,688825,-1.24,244515,3631632
SH,601211,-2.12,241730,315733
SH,688981,1.24,235848,1009747
SH,603986,2.19,232769,244348
SH,600309,-2.15,230622,230622
SH,601225,-1.73,230353,230353
SH,688008,4.08,226308,241288
SZ,000651,-1.67,222371,225569
SZ,000001,-1.45,222194,222198
SZ,300408,3.01,219571,233435
SH,601601,-2.81,219384,308332
SZ,300394,10.53,217133,217620
SZ,002916,7.95,216961,222299
SH,600919,-2.04,210123,210123
SZ,002142,-2.22,208344,208475
SH,603288,-1.59,208022,218917
SZ,002463,6.46,207990,208158
SH,600406,-0.15,200445,201035
SZ,002938,6.35,198847,199424
SZ,000725,2.21,195934,205226
SH,601919,-1.9,193622,235434
SH,601668,-2.09,192553,192553
SZ,300760,-1.45,187282,187443
SH,600025,-1.37,185938,185938
SH,601328,-2.33,184593,625616
SH,600989,0.22,168374,168374
SH,601985,-1.32,168250,183261
SZ,300274,1.52,167198,218351
SH,600887,-2.42,166537,167369
SH,601066,0.12,166224,198494
SH,688072,-0.69,166142,170835
SZ,002352,-1.84,165090,181127
SH,600031,-3.95,164403,178383
SZ,300433,2.63,161018,171031
SZ,003816,-2.15,160094,205530
SH,688498,11.02,156492,158540
SZ,300124,-0.4,153899,172881
SH,600809,-0.52,150178,150178
SH,601766,-2.56,147426,173915
SH,601818,-1.55,146181,186119
SH,600111,0.65,145651,145651
SZ,000792,0.44,145623,145624
SH,601688,0.1,143359,177107
SZ,000338,1.51,143289,249789
SH,601100,-3.15,142623,142623
SZ,002050,0.08,141478,161293
SH,600690,-1.6,141006,211466
SH,601009,-2.05,140945,140945
SH,600050,-0.66,138837,140065
SH,601872,0.53,138236,138236
SZ,000063,0.62,137865,163740
SH,601229,-1.76,133707,133707
SZ,002281,6.62,131333,138267
SZ,000568,-1.27,131263,131338
SH,600999,0.06,131221,153755
SH,601336,-0.74,130131,194660
SH,600019,-2.44,127628,129821
SH,688111,-0.36,126676,126676
SH,600016,-2.18,126600,156303
SH,600104,-2.12,126563,126563
SH,601600,1.05,126488,164345
SZ,002714,-2.35,124692,219432
SH,603019,0.88,123526,123531
SZ,000776,0.19,123099,163148
SH,600760,-0.31,122265,122497
SH,601898,-1.1,122088,176871
SH,600487,3.99,120867,121494
SH,600018,-1.88,120650,120823
SH,688506,0.51,118185,118185
SH,688082,-0.25,117682,118960
SZ,300604,5.55,117498,152292
SH,600926,-1.39,117289,117289
SH,600346,-2.56,117271,117271
SZ,300014,0.53,115764,119097
SZ,301165,-3.86,114571,114571
SH,600660,-1.48,114070,148625
SZ,002493,-0.97,113364,121272
SH,600584,3.57,113055,113055
SH,600188,-0.89,111954,188492
SH,601888,-1.15,111877,119058
SH,600886,-1.5,111738,119987
SH,600905,-1.01,111492,111492
SH,600160,3.59,111473,111473
SH,688120,-1.36,111107,111107
SH,688361,4.1,111037,111037
SZ,300857,11.33,111004,111575
SH,601698,1.2,110637,110637
SZ,300442,7.13,110380,110705
SH,601169,-1.52,108886,108886
SH,603256,7.02,108567,111635
SH,600089,0.09,108130,108130
SH,600489,-1.19,107950,107950
SZ,000977,2.34,107577,107698
SH,600015,-2.13,105710,109336
SH,603501,-1.11,105266,109692
SZ,000166,-0.2,105241,116937
SH,688521,7.85,104420,104420
SH,605117,0.9,103985,103985
SH,601995,0.43,103493,170885
SZ,301200,7.58,102142,117460
SZ,300033,0.72,102045,175184
SH,601633,-2.69,101015,138907
SH,600522,3.8,100580,100580
SH,688525,2.47,99925,99925
SH,601012,-1.27,99348,99348
SZ,002736,-0.28,99296,105797
SZ,000988,5.19,98499,98549
SH,600547,-1.8,98204,125252
SH,601006,-1.79,97527,97527
SH,601939,-2.77,97472,2657860
SZ,002353,7.26,96911,143586
SZ,000938,2.18,96728,96728
SZ,002602,2.03,95835,103927
SH,600893,-0.38,95518,95535
SH,600938,0,95232,1513829
SZ,000100,0.64,95160,98388
SH,688271,-0.92,95083,95083
SZ,002028,-1.01,94980,121690
SZ,002230,1,94694,103866
SH,600673,5.95,92958,93206
SH,688347,3.82,92922,396010
SZ,301308,2.85,92704,139149
SH,601390,-1.93,92271,111372
SZ,000538,-0.91,91856,92443
SH,601127,-3.12,91470,102324
SH,601881,0.4,91412,137992
SZ,002001,-1.47,91166,92264
SH,601168,1.55,90745,90745
SZ,002600,1.12,90719,102315
SZ,000617,-0.68,90517,90517
SH,600795,-0.97,90248,90248
SZ,000807,1.21,90131,90132
SH,600362,0.14,89339,149071
SZ,000895,-2.09,88822,88834
SH,600941,-2.2,87370,2098548
SH,600236,-0.53,86627,86627
SH,605499,-1.43,86375,93809
SZ,002648,0.55,85576,85631
SH,601868,-0.37,85288,116352
SH,688183,6.33,84865,84865
SH,601689,0.04,83833,83833
SH,600436,0.28,83559,83559
SZ,002008,6.51,82757,89061
SZ,001289,-0.9,82688,137101
SH,601825,-1.25,81089,83424
SZ,002156,4.05,81062,81070
SZ,000301,0.91,80953,80988
SZ,300498,-2.86,80507,90094
SH,603893,2.47,79749,79759
SH,600011,-1.22,79184,113026
SH,601991,1.13,77476,115667
SH,688777,5.75,77224,77616
SZ,002027,-0.36,76833,76833
SH,603228,4.62,76786,78294
SH,601838,-1.94,76758,76758
SH,603799,1.72,75957,76196
SH,603195,-0.37,75697,75835
SH,600039,-1.46,75565,75565
SZ,000425,-3.99,75515,98257
SH,600549,4.31,75241,76871
SH,600674,-1.77,75166,75166
SZ,000657,6.5,74286,116459
SH,601179,3.02,73454,73454
SH,601800,-1.88,73033,101012
SZ,002080,7.61,72847,72847
SZ,002241,-0.42,72792,82200
SZ,000708,-2.24,72477,72477
SH,601186,-1.71,72470,85551
SZ,002179,1.26,72327,72458
SH,600118,1.87,72002,72002
SZ,300757,7.1,71523,73741
SZ,300015,-0.98,71376,83417
SH,600585,-2.01,71356,94670
SH,601111,-1.92,71109,125210
SH,688249,2.28,71029,78677
SH,688396,2.95,70887,70887
SH,600066,-1.29,70558,70558
SH,600010,-0.43,70153,101306
SH,600029,-1.13,70080,94229
SZ,000630,0.8,69978,84211
SZ,301217,7.3,69082,69082
SH,600958,-0.31,68794,78254
SZ,002466,1.66,68636,79682
SH,600415,-0.86,68380,68380
SH,688200,5.05,67458,67458
SH,601360,1.26,67336,67336
SH,688126,2.03,67045,77966
SZ,001965,-1.78,67000,67000
SH,688036,-7.62,66987,66987
SH,601018,-2.27,66729,66729
SZ,002625,-0.83,66210,66210
SH,688702,1.11,66086,133480
SH,688002,1.47,65712,65712
SH,600026,0.35,65344,93394
SH,601916,-1.3,65064,82943
SZ,002202,-0.15,64613,81139
SH,600233,-1.88,64132,64132
SH,601669,-0.8,64050,84408
SZ,002304,-1.14,63480,63482
SZ,000625,-1.91,63327,75933
SH,688585,2.8,63227,63227
SH,600703,3.27,62961,62961
SH,600115,-2.12,62652,81283
SH,600988,-3.44,62430,71303
SZ,300475,3.48,62420,65125
SH,600875,2.91,62378,95312
SZ,002460,2.1,62329,107896
SH,600482,1.74,62195,62195
SH,688629,5.16,61644,62615
SH,600048,-2.28,61408,61408
SZ,001979,-2.26,61112,62120
SZ,002595,-0.44,60824,61248
SZ,000703,-1.78,60496,60801
SH,600009,-0.85,60393,60590
SZ,000960,5.08,60190,60190
SZ,000636,-0.03,60095,60095
SZ,300620,14.42,59923,60426
SZ,002128,-0.1,59783,83383
SH,603296,1.14,59687,113321
SZ,300661,4.36,59282,67533
SZ,000768,-0.88,58749,58838
SH,600221,-0.71,58698,59205
SH,601901,0.14,58695,58695
SZ,001309,1.43,58417,80299
SH,688017,2,58332,58332
SZ,000426,4.76,58227,58241
SH,600426,-1.76,58016,58024
SH,601788,0,57975,68424
SH,600438,0.16,57941,57941
SZ,000933,1.58,57920,57957
SH,688172,5.3,57900,68954
SH,601077,-2.96,57714,74161
SH,601061,1.03,57428,57428
SZ,000975,-1.39,56798,62410
SH,600885,2.35,56626,56626
SZ,002558,2.3,56561,56561
SZ,000021,2.87,55883,55890
SZ,300759,8.73,55694,72058
SH,601877,0.12,55680,55680
SZ,002709,2.34,55501,74978
SH,600372,-0.51,55405,55405
SZ,002920,-0.6,55390,55408
SH,601231,4.63,55041,55041
SH,603156,1.71,54608,54608
SZ,002049,0.94,54550,54557
SH,601059,0.66,54385,54385
SZ,002837,3.55,54375,61296
SZ,300058,6.05,54290,56043
SH,600580,0.78,54174,54330
SZ,002064,-0.72,53779,53893
SH,600418,-3.71,53748,55475
SH,600219,-0.63,53744,53744
SZ,002532,0.69,53636,60451
SH,688519,10.18,53381,53381
SZ,300450,0.91,53379,57309
SH,600096,-1.01,53322,53322
SH,600350,-2.38,53277,53277
SH,688037,0.08,52705,52705
SH,601233,-1.02,52694,52790
SZ,300765,2.48,52279,52279
SZ,000831,0.53,52042,52042
SH,601377,-0.32,51989,51989
SZ,300223,3.45,51911,59539
SH,603659,1.17,51825,51825
SZ,000157,-2.91,51750,63307
SH,688141,7.87,51422,51422
SH,600741,-2.45,51263,51263
SZ,002821,10,51237,58306
SH,688019,3.68,51163,51163
SZ,300418,4.33,51009,55771
SH,600879,2.46,50908,50908
SZ,002185,2.78,50438,50450
SZ,300803,1.13,50352,50722
SZ,001872,-1.12,50304,54235
SZ,000963,0.07,50119,50139
SH,600105,8.66,49518,49518
SH,688313,13.11,49474,49474
SZ,300054,5.41,49347,63283
SH,688578,3.26,49199,49199
SZ,002428,10.01,49102,49108
SZ,002074,-0.13,48820,51012
SZ,301269,2.29,48783,48783
SZ,300316,1.33,48733,51818
SZ,300285,-1.5,48599,56762
SZ,000783,1.74,48443,48443
SH,601298,-1.2,48313,58160
SZ,301358,0.53,48252,53517
SH,600497,3.35,48186,48186
SH,688766,3.47,48146,48146
SH,601618,-1.81,48024,55660
SZ,002851,5.05,47931,60753
SH,600895,1.08,47638,47638
SH,600460,3.46,47260,47260
SH,601117,-1.14,47122,47257
SZ,002484,6.23,46997,48718
SH,688223,-0.21,46623,46623
SH,601607,-0.76,46524,61855
SH,600930,-0.68,46411,180206
SH,688469,1.94,46371,66223
SH,688409,2.6,46134,46134
SH,603129,-1.9,46128,46128
SH,600377,-2.25,46044,61007
SZ,300373,5.88,45908,46011
SH,688375,0.35,45506,45506
SH,601198,0.93,45416,45416
SZ,000066,1.81,45416,45419
SH,601058,-2.7,44850,44850
SH,601021,-1.9,44720,44720
SZ,300548,7.15,44455,44545
SH,688110,3,44242,44242
SZ,002812,-0.49,44240,52775
SH,600570,0.17,43971,43971
SH,600027,-1.84,43959,55388
SH,688047,1.76,43918,43918
SH,688009,-0.58,43881,53902
SH,601878,-0.2,43863,43863
SZ,002414,0.55,43604,54794
SH,688048,4.66,43596,43596
SH,601699,-0.94,43495,43495
SZ,000999,-0.45,43297,43336
SH,600498,3.43,43273,46218
SH,688630,8.04,43202,48043
SH,688187,-0.61,43002,65857
SH,600378,4.8,42377,50968
SZ,300666,3.5,42339,52843
SH,688188,0.1,42016,42016
SH,600021,0.34,41961,41961
SZ,002436,4.94,41895,46911
SH,600061,-0.6,41753,41753
SH,600995,-0.22,41740,41740
SZ,002203,0.64,41544,43039
SH,600143,0.51,41393,41998
SH,603260,-0.45,41365,41365
SH,688303,-1.32,41199,41199
SZ,301526,5.13,41163,110524
SH,601136,-0.26,41027,41027
SH,601555,-0.35,40843,40843
SH,600642,-1.52,40814,40817
SZ,002236,1.55,40793,55774
SZ,002945,1.21,40716,40716
SZ,300979,-1.41,40518,40518
SH,600845,1.61,40440,54157
SH,688099,3.43,40376,40376
SH,601238,-1.96,40315,55676
SZ,300567,5.8,40115,49426
SH,600968,-0.5,40051,40051
SH,600601,5.52,39868,40857
SH,600578,0.68,39766,39766
SH,601216,-0.83,39743,39743
SZ,000893,-3.16,39714,45205
SH,601456,-0.43,39699,51523
SH,601108,0.24,39565,39565
SH,688331,3.32,39551,62730
SZ,002195,2.47,39535,39892
SH,601777,1.75,39469,39469
SH,603087,3.55,39444,42029
SZ,002409,2.38,39430,58915
SH,603806,1.14,39418,39418
SZ,002078,-1.86,39411,39654
SZ,000987,-0.12,39355,39384
SH,603083,5.59,39332,52557
SH,600985,-1.02,38998,38998
SH,603392,-0.51,38893,38893
SH,600600,-2.52,38839,74717
SH,600588,1.34,38783,38783
SH,600909,0.65,38737,38737
SH,688729,3.12,38723,65466
SH,688147,4.44,38588,38588
SH,688728,3.06,38514,38541
SZ,000559,0.96,38413,38425
SH,688472,-1.31,38144,38144
SH,601665,-2.51,38092,38092
SH,601577,-2.46,38076,38084
SH,603699,3.38,38059,38919
SH,688220,-0.3,38011,38011
SZ,300395,4.4,37933,38909
SH,601212,0.99,37912,37912
SZ,000596,-0.97,37824,48933
SZ,002850,-0.35,37814,51643
SZ,300390,3.24,37687,46572
SZ,300115,0.25,37652,37764
SH,600392,1.61,37546,37546
SZ,300919,1.33,37540,42865
SH,603379,1.59,37410,37410
SZ,300972,-0.43,37150,40436
SZ,300001,0.98,37133,38002
SH,688627,5.98,37098,37098
SH,603629,10,36942,37557
SH,601808,-1.57,36917,59502
SH,688336,2.93,36889,36889
