market,code,chg_pct,vol_rank,amt_rank
SH,601288,-1.96,2068702,2267890
SH,601398,-1.82,2027484,2680175
SZ,300750,2.56,1726185,1874721
SH,601857,-2.11,1721232,1945513
SH,600519,-1.64,1633169,1633169
SH,601138,9.99,1308123,1308123
SH,601988,-1.54,1207686,1846277
SZ,300308,-7.26,1051934,1108604
SH,600036,-0.86,803291,982061
SH,601628,1.04,792335,1075472
SH,688256,5.44,714306,714306
SH,601088,-0.34,709115,932646
SH,601899,6.16,702521,906743
SH,600900,-1.9,679238,679238
SH,688041,4.9,671385,671385
SZ,000333,0.39,588378,651963
SH,601318,0.17,575857,978175
SZ,002371,6.87,532376,532801
SZ,300502,-5.28,532175,591583
SH,601728,-0.94,483633,570089
SH,600028,-2.34,471867,602209
SZ,002475,0.7,409252,431611
SH,601166,-1.07,388550,388550
SH,603259,4.35,364809,440104
SH,601658,-1.19,359738,595671
SH,603993,6.67,357423,437942
SZ,002415,-0.48,347732,352298
SH,600276,0.22,341532,355356
SH,688012,12.67,337307,342908
SH,600000,-1.48,308412,308412
SH,601998,-2.44,307761,420121
SH,600183,9.41,296139,298257
SZ,000858,-1.79,293054,293061
SZ,300059,1.55,271873,322140
SH,600150,2.09,264902,264902
SZ,002384,5.44,261779,345862
SH,603986,8.26,257664,270481
SH,688981,3.59,250845,1073985
SH,601816,-1.54,248053,248053
SH,688825,-1.26,244515,3631632
SH,688008,4.31,242690,258754
SZ,300408,5.96,239690,254824
SH,600309,1.1,233064,233064
SZ,002916,5,232138,237850
SH,601225,-0.12,231614,231614
SZ,000651,-0.61,222371,225569
SZ,002463,3.43,222277,222456
SH,601601,0.76,219178,308043
SZ,000001,-1.65,218313,218317
SH,600919,1.22,212875,212875
SZ,002938,2.39,210586,211197
SZ,002142,0.48,208872,209004
SH,603288,-0.95,205575,216342
SZ,300476,17.12,204489,232281
SH,600406,-1.71,196521,197099
SH,601919,0.26,193371,235129
SH,688072,12.14,191632,197045
SH,601668,-1.28,189247,189247
SZ,300760,0.02,186919,187080
SH,600025,-1.9,181653,181653
SH,601328,-1.55,180682,612361
