market,code,chg_pct,vol_rank,amt_rank
SH,601288,1.44,2017623,2211893
SH,601398,1.77,2011307,2658791
SZ,300750,2.87,1527254,1659857
SH,601857,1.73,1526925,1725888
SH,600519,-0.68,1495935,1495935
SH,601138,-2.31,1284508,1284508
SZ,300308,3.57,1257551,1263550
SH,601988,1.55,1239301,1894609
SH,688256,6.29,934906,934906
SH,688041,4.53,857681,857681
SH,601628,-1.09,770679,1046077
SH,600036,0.3,763065,932882
SH,601088,2.19,691139,909004
SH,600900,0.43,688780,688780
SZ,300502,1.71,667245,741731
SZ,002371,0.87,585889,586357
SH,601899,-1.22,564077,728054
SZ,000333,1.42,549973,609913
SH,600028,1.68,458602,585279
SZ,002475,-1.15,449906,474487
SH,601728,0,437832,516100
SH,688012,0.24,410383,417198
SH,603986,-4.99,388661,407995
SH,601166,0.35,368022,368022
SH,601658,1.42,363364,601676
SH,600276,-1.5,350271,364449
SH,688981,5.55,344045,1472972
SZ,002384,2.31,343669,454056
SH,600183,-4.44,341791,346732
SZ,002594,-2.22,306787,802222
SZ,002415,-1.56,306763,310781
SH,688008,-0.07,306625,326921
SH,603259,-1.94,299020,360736
SH,603993,-2.68,297358,364345
SH,601998,1.68,296347,404540
SZ,300394,-0.57,293386,294043
SZ,002916,2.82,291187,298351
SZ,000858,-1.74,281022,281028
SZ,300059,-0.68,267734,317235
SH,600150,-7.23,258580,258580
SZ,000725,-5.66,253229,265237
SH,688072,6.63,250805,257890
SZ,002463,0.29,249619,249821
SH,601319,-0.84,248484,309568
SH,601211,0.38,247938,323843
SZ,300476,1.43,238690,271131
SZ,002938,2.45,233116,233793
SH,601816,0,227994,227994
SH,601225,1.96,226572,226572
SZ,300408,-7.59,219515,233375
SZ,000651,1.07,213481,216550
SH,600309,-1.15,212590,212590
SH,600176,-5.34,209382,211045
SZ,300433,-3.52,209224,222235
SZ,002142,2.57,207816,207947
SH,600919,1.35,206085,206085
SZ,000001,0.67,204147,204150
SH,601601,-0.94,200834,282261
SH,688498,0.09,197912,200502
SH,601668,0.44,190487,190487
SH,600584,4.95,189893,189893
SH,603288,-0.73,186113,195861
SH,600025,1.66,182212,182212
SZ,002281,-0.09,182020,192996
SH,600487,-7.18,177153,178074
SH,601919,0.64,176670,214822
SH,601328,1.82,175468,594688
SZ,300274,-3.95,175025,228572
SH,688525,-4.76,174470,174470
SH,600406,-1.22,174338,174851
SH,601066,-1.79,173824,207569
SH,603256,-5.25,171723,176575
SZ,300604,-1.03,170644,221177
SZ,300760,-1.47,168954,169099
SH,601985,-0.33,167684,182644
SZ,000063,2.52,167348,198756
SH,688120,2.97,165354,165354
SH,601869,-3.35,162978,332064
SH,603019,1.13,159049,159055
SH,600031,-0.94,158302,171763
SZ,301308,-5.24,156915,235531
SZ,002050,-1.59,156615,178883
SH,600887,-0.59,155649,156426
SH,688347,2.62,154766,659571
SH,600999,0.44,153264,179583
SZ,002352,-0.52,151973,167753
SZ,003816,0,151834,194925
SZ,300124,-1.94,149897,168386
SH,600522,-5.63,147849,147849
SH,600989,-1.42,146887,146887
SH,601688,-0.44,146793,181350
SH,688361,-1.51,145780,145780
SH,600111,-5.61,145036,145036
SH,601818,0.33,142469,181393
SZ,301200,-3.27,138198,158923
SZ,300857,0.86,136496,137198
SZ,000338,-1.15,134976,236043
SH,601009,1.32,133279,133279
SH,600809,-1.4,132671,132671
SH,601766,-1.08,132343,156122
SZ,000792,-1.92,131812,131813
SH,600050,-0.23,129850,130998
SZ,000977,-1.22,129697,129843
SH,601336,-2.02,128672,192476
SH,601229,1.23,128166,128166
SH,603501,2.8,128037,133421
SH,601698,-8.08,127661,127661
SZ,000776,-1.32,126701,167921
SH,600690,-0.92,126061,189053
SZ,002714,-0.46,124528,219143
SH,688506,-3.01,124490,124490
SZ,001309,-7.29,122414,168229
SH,601872,-2.7,121522,121522
SZ,301165,3.93,119916,119916
SH,600016,0.9,119507,147547
SZ,002080,0.03,118996,118996
SH,600673,6.7,118982,119299
SH,600018,0.79,118558,118728
SZ,002156,9.19,117557,117568
SH,600019,-0.35,116921,118930
SH,601898,0.79,116871,169313
SH,600160,-1.12,115900,115900
SH,600104,-1.67,114378,114378
SZ,002008,-8.55,113994,122677
SZ,000568,-2.47,112154,112218
SZ,000938,1.64,111657,111658
SZ,300014,-4.03,111370,114576
SH,600760,-2.99,110749,110959
SH,605117,3.55,110746,110746
SH,600926,0.86,110692,110692
SH,688249,0.44,109133,120884
SH,601600,-1.31,108796,141357
SH,600346,-2.46,108402,108402
SZ,000657,-0.79,107676,168867
SZ,000408,-1.35,107250,107251
SH,688396,2.06,107226,107226
SH,600188,-1.2,106947,180061
SH,688126,2.64,106181,123476
SH,600905,-0.79,106060,106060
SH,688111,-2.71,105517,105517
SH,688200,3.91,105254,105254
SZ,301217,-3.9,105227,105227
SH,600118,-1.23,105123,105123
