SH,601288,-0.76,2059125,2257391
SH,601398,-0.78,2024788,2676611
SH,601857,1.31,1751997,1980287
SZ,300750,-0.43,1645669,1787277
SH,600519,-0.38,1629469,1629469
SZ,300308,3.77,1099950,1159207
SH,600036,-0.55,799372,977269
SH,601628,-0.46,790669,1073211
SH,688256,0.5,737622,737622
SH,601088,0.14,726100,954986
SH,601899,2.03,725183,935993
SH,688041,1.81,688748,688748
SH,600900,-0.28,677036,677036
SZ,000333,-0.83,582409,645347
SH,601318,-0.46,567648,964232
SZ,300502,5.17,556483,618604
SZ,002371,1.62,547095,547533
SH,600028,0.39,483238,616720
SH,601728,-1.42,482081,568259
SZ,002475,3.13,422291,445362
SH,601166,-0.69,388338,388338
SH,603259,6.1,374479,451771
SH,603993,2.55,364757,446927
SH,601658,-0.39,359013,594471
SH,688012,1.6,346135,351883
SH,600276,2.51,340766,354559
SH,600030,-0.24,339117,435136
SH,600183,10,337597,340012
SZ,002415,-1.19,334705,339100
SZ,002594,-0.82,309297,808787
SH,600000,-0.85,306747,306747
SH,601998,-1.18,304092,415113
SZ,000858,-0.51,287581,287588
SH,603986,7.82,277498,291301
SZ,002384,5.62,274811,363080
SZ,300059,-1.19,263995,312805
SH,600150,0.29,263397,263397
SZ,300394,4.31,255771,256344
SZ,002916,7.75,253565,259804
SH,688981,1.76,252625,1081604
SH,601319,-0.97,250259,311779
SH,601816,-0.58,247075,247075
SH,688008,3.52,246926,263270
SH,601225,1.21,244120,244120
SH,601211,0.84,243079,317495
SZ,002463,6.37,239717,239910
SH,600309,1.96,239293,239293
SZ,300476,8.59,235030,266973
SZ,002938,8.14,234526,235207
SH,688825,-0.55,232672,3455735
SZ,300408,-2.19,232249,246912
SZ,000651,-0.21,221764,224952
SZ,000725,2.85,216801,227082
SZ,000001,-0.88,216761,216764
SH,601601,-0.94,214729,301790
SH,600919,-0.67,214160,214160
SZ,002142,-0.75,207882,208013
SH,603288,-0.95,201266,211808
SH,688072,2.32,197277,202850
SH,601919,0.59,194124,236045
SH,600406,-0.82,191956,192521
SH,601668,-0.65,187595,187595
SZ,300433,5.11,181891,193202
SH,600025,-0.5,180722,180722
SZ,300760,-0.6,180293,180448
SH,601328,-0.71,179639,608826
SH,600989,1.19,174167,174167
SH,688498,5.93,173524,175795
SH,600176,5.47,170818,172175
SH,601066,-0.26,168108,200743
SZ,300274,-1.7,166500,217438
SH,601985,-0.44,165984,180793
SH,600031,-1.1,165590,179670
SH,600887,-0.86,164209,165029
SH,600111,5.49,159822,159822
SZ,002352,-1.56,159283,174756
SZ,300124,0.99,154308,173341
SZ,003816,-1.51,153407,196945
SZ,000792,0.74,152078,152080
SZ,002281,10,151793,159808
SH,601872,2.52,148006,148006
SZ,000338,1.53,147849,257738
SH,600809,-1.22,144114,144114
SZ,002050,-0.02,142843,162850
SH,601766,-1,142804,168462
SZ,000408,4.15,141813,141814
SH,601818,-0.64,141077,179620
SH,601688,-1.02,140947,174128
SH,601100,-0.56,140116,140116
SZ,000063,-0.22,139436,165606
SZ,300604,1.94,138971,183294
SH,601009,-0.52,138719,138719
SH,601869,3.78,138423,282034
SH,600584,1.49,137785,137785
SH,603256,5.28,137765,141658
SH,600690,-1.03,136879,205276
SH,688082,2.46,136526,138008
SH,600999,1.39,135452,158712
SH,600050,-2.27,132639,133812
SZ,301165,-1.01,131376,131376
SH,601229,-0.64,131292,131292
SH,601600,2.5,130053,168976
SH,603019,0.83,129524,129530
SH,601898,-1.68,127762,185091
SZ,000568,-0.69,127100,127172
SH,600346,3.21,126774,126774
SH,688120,4.31,126621,126621
SH,600188,-0.13,126619,213183
SZ,002714,0.03,125906,221568
SZ,002493,2.51,125784,134558
SH,601336,-0.49,125272,187391
SH,600016,0,124827,154114
SH,600019,-1.02,123988,126118
SH,688506,-0.82,123643,123643
SH,600489,1.23,123219,123219
SH,688361,1.39,123148,123148
SZ,000776,0.34,122627,162522
SH,688111,-1.34,122263,122263
SZ,300857,0.24,122056,122683
SZ,301200,5.16,120427,138487
SH,600018,-0.57,120186,120357
SH,600104,-0.94,119666,119666
SH,600760,-1.37,119011,119237
SH,600926,-0.55,116636,116636
SH,600160,-1.5,116575,116575
SH,688521,0.94,115291,115291
SH,600522,3.69,114266,114266
SH,688525,3.98,114223,114223
SH,601698,-0.06,113932,113932
SZ,300014,-0.36,113926,117206
SZ,000977,0.04,112682,112808
SZ,300442,-0.69,111787,112116
SH,600660,-0.69,111486,145258
SH,688347,3.22,108633,462965
SH,600547,0.3,108614,138528
SZ,000938,-0.07,108425,108426
SZ,301308,4.93,108344,162625
SH,600905,-0.78,107775,107775
SH,603501,-0.39,107770,112300
SZ,000988,4.07,107734,107790
SH,605117,1.2,107588,107588
SH,601888,-1.16,107210,114092
SH,600089,-0.37,106614,106614
SH,600886,-1.03,105998,113824
SH,601169,-0.39,105926,105926
SZ,300033,-0.14,104609,179587
SH,600015,-1.02,103710,107267
SH,600362,7.5,103181,172167
SZ,000166,-0.43,101860,113181
SH,601168,7.25,101540,101540
SZ,002353,1.57,101472,150343
SH,601995,-1.08,100950,166685
SH,600673,2.86,99322,99586
SZ,000100,0.83,97775,101092
SH,688183,7.62,97537,97537
SZ,002028,-0.61,97460,124867
SZ,002736,-0.38,97086,103442
SH,601012,0.47,96999,96999
SH,601633,-1.33,96475,132663
SH,601939,-0.88,96128,2621236
SZ,000807,3.04,95264,95265
SH,601006,-1.02,95143,95143
SZ,000657,4.72,95128,149135
SH,600893,-1.27,94479,94495
SZ,002008,3.69,94439,101632
SZ,301217,14.42,93911,93911
SH,600938,1.03,93527,1486737
SZ,002156,0.85,93293,93302
SH,603228,10,93233,95064
SZ,002001,0.82,93231,94354
SZ,002602,-1.07,93185,101052
SZ,002080,6.87,92397,92397
SZ,002600,-0.62,91152,102803
SH,688271,-0.74,90797,90797
SH,601390,-0.66,90645,109410
SH,601881,-0.63,89529,135149
SZ,000538,-0.6,89320,89891
SH,600795,-0.79,88821,88821
SH,600549,-0.88,88512,90429
SZ,002648,1.93,87057,87113
SH,601127,-2.62,86596,96872
SH,603893,0.8,86537,86548
SZ,000301,1.4,86438,86475
SH,601689,-0.17,86336,86336
SH,600941,-1.05,86151,2069611
SH,601727,-1.59,85408,105207
SH,600236,-1.72,84972,84972
SH,601868,0,83990,114582
SZ,000895,-5.19,83349,83360
SH,603799,5,82054,82312
SH,688249,2.75,81870,90685
SH,605499,-0.36,81419,88427
SH,600436,-0.84,81231,81231
SH,688200,2.04,80949,80949
SH,688777,-2.38,80294,80701
SZ,001289,-0.8,80268,133088
SZ,300498,-0.58,80091,89628
SH,688396,2.87,79892,79892
SH,600118,1.1,78103,78103
SH,688702,-1.35,78093,157731
SZ,300757,1.97,78063,80484
SH,601825,-1.07,77527,79760
SH,601991,-0.63,76980,114927
SZ,002311,-2.87,76433,76507
SH,600011,-0.99,76324,108945
SZ,000630,3.96,76107,91587
SH,601838,-0.38,75868,75868
SH,688002,3.61,75809,75809
SH,601958,1.84,75148,75148
SZ,000425,-1.53,74615,97086
SH,688126,0.46,73895,85931
SZ,002179,1.5,73773,73908
SH,600039,-1.4,73217,73217
SZ,002241,-0.72,73201,82661
SZ,002027,-1.55,73078,73078
SH,600674,-0.59,72729,72729
SH,603195,-1.34,72421,72553
SH,600703,5.76,72341,72341
SZ,002202,4.04,71945,90347
SH,600010,1.33,71406,103115
SH,601179,-1.13,71096,71096
SZ,300475,3.47,71052,74131
SH,601800,-1.13,70923,98093
SH,600066,-0.92,70912,70912
SZ,000708,-0.63,70710,70711
SH,601186,-0.96,70630,83378
SH,601111,-1.3,70411,123980
SH,600585,-0.89,70162,93087
SZ,002466,0.64,70067,81344
SH,688629,2.9,69725,70824
SH,600988,0.65,69169,79000
SH,600029,-1.34,68867,92598
SZ,300015,-1.02,68750,80348
SZ,000426,2.58,68434,68451
SH,600026,1.66,67947,97114
SH,600958,-0.32,67748,77065
SZ,000703,3.37,67606,67947
SH,688172,3.91,67238,80075
SZ,001309,4.83,67167,92326
SH,600482,1.96,67117,67117
SZ,000636,-0.71,66945,66945
SZ,300661,4.29,66682,75961
SH,601231,1.09,66460,66460
SH,688519,8.81,66441,66441
SH,601360,-3.84,66356,66356
SH,600023,-0.8,65971,65971
SH,600415,-1.95,65748,65748
SZ,000975,2.32,65730,72224
SZ,000960,1.3,65422,65422
SH,603296,0.49,65189,123768
SH,601018,-0.88,65172,65172
SH,688036,-1.56,65042,65042
SH,688585,-2.6,64377,64377
SZ,002428,8.34,64370,64378
SZ,001965,-0.52,64350,64350
SZ,000021,1.98,64068,64077
SZ,002460,0.34,63492,109909
SH,600233,-1.06,63344,63344
SH,600115,-1.59,62652,81283
SH,688037,2.76,62608,62608
SZ,002837,4.46,62503,70459
SH,601669,-0.61,62482,82341
SZ,300759,10.81,62311,80620
SH,688017,1.09,62279,62279
SH,601916,-1.36,62263,79373
SH,600048,-1.51,62127,62127
SZ,002128,-0.28,62114,86635
SZ,002851,3.7,61850,73588
SH,600875,-0.87,61269,93618
SH,603156,5.59,61186,61186
SZ,002595,0.15,60905,61329
SZ,001979,-1.99,60758,61760
SZ,000831,10,60691,60691
SZ,000933,2.47,60662,60701
SZ,002304,-1.56,60618,60619
SZ,300285,1.77,60363,70551
SZ,300223,4.45,60340,69208
SZ,002064,2.88,60216,60345
SZ,000625,-1.62,60020,71968
SH,688141,1.26,59600,59600
SH,601061,1.33,59584,59584
SH,688409,5.86,59579,59579
SZ,002709,-0.53,58912,79585
SH,600009,-0.99,58756,58948
SZ,300054,2.4,58531,75061
SH,600426,0.19,58484,58491
SH,688766,4.86,58440,58440
SZ,002422,5.32,58139,71219
SH,600438,4.39,57851,57851
SH,601901,-0.42,57707,57707
SH,600105,2.27,57383,57383
SH,688019,2.71,57324,57324
SH,601233,3.21,57230,57334
SZ,000768,-1.09,57194,57281
SH,600221,-0.74,56985,57477
SH,688313,5.97,56878,56878
SH,601788,-0.67,56842,67087
SZ,300765,0.95,56717,56717
SZ,002532,2.54,56428,63599
SZ,002049,0.2,56177,56185
SZ,002484,4.69,55907,57955
SZ,300666,5.83,55838,69691
SH,600580,-1.29,55701,55861
SZ,300136,3.06,55602,65195
SH,600219,2.33,55466,55466
SH,688630,7.23,55463,61679
SH,600096,0.8,55164,55164
SZ,002821,10,54614,62148
SZ,002558,-1.9,54546,54546
SH,600372,-1.48,54341,54341
SH,600885,-1.42,54228,54228
SZ,002920,-2.78,54114,54131
SH,601877,-0.9,54068,54068
SH,601059,-0.53,53672,53672
SZ,300450,-0.37,53597,57543
SH,600460,2.54,53167,53167
SZ,301526,7.39,53086,142539
SH,600803,-0.51,53079,53485
SH,600879,-0.05,52921,52921
SH,600350,0.93,52745,52745
SH,600497,0.97,52521,52521
SZ,300548,3.19,51913,52018
SH,600378,0.29,51912,62436
SZ,301269,0.19,51818,51818
SZ,300373,1.43,51704,51819
