股票代码,名称,流通市值,市值分位
301023,奕帆传动,15.98,1
600238,*ST椰岛,20.35,1
603206,嘉环科技,43.06,1
300030,阳普医疗,16.8,1
688755,汉邦科技,20.01,1
1260,坤泰股份,18.7,1
688096,京源环保,21.6,1
600268,国电南自,109.27,2
688022,ST瀚川,14.18,1
603515,欧普照明,127.02,2
688602,康鹏科技,19.26,1
300140,节能环境,51.41,1
300583,赛托生物,22.0,1
600119,*ST长投,16.51,1
601199,江南水务,54.52,1
600706,曲江文旅,17.76,1
2900,哈三联,15.79,1
300645,正元智慧,16.63,1
600661,昂立教育,21.0,1
603327,福蓉科技,85.73,1
2811,郑中设计,31.28,1
688161,威高骨科,88.28,1
301004,嘉益股份,43.2,1
601008,连云港,51.61,1
603022,新通联,16.08,1
603102,百合股份,20.76,1
881,中广核技,55.94,1
603238,诺邦股份,20.11,1
1356,富岭股份,16.83,1
300621,维业股份,13.14,1
688329,艾隆科技,15.86,1
605080,浙江自然,27.93,1
300335,迪森股份,18.75,1
600211,西藏药业,122.58,2
301318,维海德,18.81,1
900903,大众Ｂ股,1.42,1
605007,五洲特纸,71.19,1
2915,中欣氟材,53.03,1
900937,华电B股,0.98,1
300787,海能实业,17.06,1
300352,ST信源,33.43,1
600303,曙光股份,17.28,1
903,ST云动,34.95,1
2557,洽洽食品,99.85,2
300452,山河药辅,23.88,1
688727,恒坤新材,34.12,1
600688,上海石化,212.54,2
600864,哈投股份,109.23,2
782,恒申新材,39.45,1
603868,飞科电器,131.99,2
300910,瑞丰新材,75.01,1
688309,恒誉环保,51.56,1
2939,长城证券,292.54,2
300006,莱美药业,51.21,1
600249,两面针,25.96,1
600819,耀皮玻璃,40.21,1
300298,三诺生物,65.09,1
600850,电科数字,126.52,2
521,长虹美菱,47.96,1
600508,上海能源,81.25,1
605028,世茂能源,34.05,1
603180,金牌家居,22.12,1
603637,镇海股份,32.34,1
837,秦川机床,107.99,2
2123,梦网科技,62.4,1
603776,永安行,54.75,1
300472,*ST新元,16.08,1
655,金岭矿业,37.51,1
2449,国星光电,42.3,1
720,新能泰山,42.09,1
862,银星能源,29.51,1
603768,常青股份,23.46,1
603276,恒兴新材,11.72,1
2883,*ST中设,13.17,1
300901,中胤时尚,33.84,1
2316,亚联发展,14.01,1
2817,黄山胶囊,17.72,1
301380,挖金客,21.65,1
20,深华发Ａ,19.2,1
2021,中捷资源,29.41,1
300245,ST天玑,17.14,1
688247,宣泰医药,40.39,1
2228,合兴包装,37.01,1
300702,天宇股份,43.51,1
2332,仙琚制药,81.23,1
603636,南威软件,46.14,1
603150,万朗磁塑,55.99,1
600620,天宸股份,27.4,1
603375,XD盛景微,29.02,1
2591,恒大高新,13.81,1
688100,威胜信息,141.02,2
688765,禾元生物-U,23.51,1
1269,欧晶科技,38.08,1
2322,理工能科,34.65,1
603069,海汽集团,39.82,1
652,泰达股份,49.14,1
603138,海量数据,39.1,1
300514,友讯达,14.78,1
600053,*ST九鼎,35.03,1
550,江铃汽车,84.41,1
2496,辉丰股份,24.57,1
1201,东瑞股份,23.67,1
301077,星华新材,21.18,1
2826,易明医药,30.85,1
2984,森麒麟,96.95,2
603193,润本股份,19.29,1
2678,珠江钢琴,57.97,1
600062,华润双鹤,172.03,2
300904,威力传动,8.51,1
301287,康力源,5.53,1
600195,中牧股份,62.19,1
603089,正裕工业,19.99,1
603896,寿仙谷,27.46,1
688232,新点软件,59.31,1
600078,澄星股份,71.96,1
603967,中创物流,38.51,1
605086,龙高股份,42.47,1
300647,超频三,24.52,1
600381,*ST春天,25.77,1
688707,振华新材,55.05,1
301258,富士莱,21.38,1
601368,绿城水务,38.06,1
300774,倍杰特,20.11,1
99,中信海直,108.06,2
300712,永福股份,42.88,1
300897,山科智能,17.2,1
688330,宏力达,45.78,1
601026,道生天合,15.49,1
600287,苏豪时尚,19.79,1
789,万年青,30.86,1
600971,恒源煤电,84.36,1
2032,苏 泊 尔,339.38,2
2758,浙农股份,39.13,1
688032,禾迈股份,98.39,2
600732,爱旭股份,250.74,2
2661,克明食品,22.97,1
600778,友好集团,15.75,1
600638,XD新黄浦,30.17,1
2912,中新赛克,29.96,1
2286,保龄宝,30.06,1
601518,吉林高速,50.67,1
1318,阳光乳业,28.77,1
3027,同兴科技,16.91,1
600125,铁龙物流,68.93,1
688092,爱科科技,18.17,1
300978,东箭科技,23.54,1
301446,福事特,10.73,1
603628,清源股份,25.18,1
300642,透景生命,17.28,1
605008,长鸿高科,76.55,1
688630,芯碁微装,612.62,3
3010,若羽臣,51.31,1
300822,贝仕达克,32.97,1
688435,英方软件,16.95,1
603909,建发合诚,22.81,1
301019,宁波色母,22.69,1
688050,爱博医疗,80.39,1
600716,凤凰股份,31.36,1
300294,博雅生物,74.12,1
603879,永悦科技,16.03,1
605183,确成股份,59.02,1
1396,誉帆科技,8.02,1
300898,熊猫乳品,21.73,1
2789,*ST建艺,15.98,1
937,冀中能源,160.13,2
2731,*ST萃华,6.57,1
600883,博闻科技,16.64,1
599,青岛双星,35.77,1
2109,ST兴化,33.18,1
600235,民丰特纸,18.27,1
2862,实丰文化,16.61,1
603919,金徽酒,74.21,1
2133,广宇集团,19.25,1
603377,ST东时,20.6,1
600395,盘江股份,98.74,2
300212,*ST易录,64.26,1
301125,腾亚精工,22.24,1
300511,雪榕生物,29.92,1
688315,诺禾致源,54.65,1
300770,新媒股份,73.89,1
301106,骏成科技,25.46,1
300171,东富龙,65.72,1
688255,凯尔达,28.49,1
300466,赛摩智能,32.18,1
301567,贝隆精密,7.36,1
300167,ST迪威迅,15.97,1
301571,国科天成,80.45,1
2963,豪尔赛,23.92,1
605009,豪悦护理,50.66,1
300411,金盾股份,21.58,1
600648,外高桥,97.17,2
2599,盛通股份,21.09,1
856,冀东装备,16.78,1
2616,长青集团,27.26,1
300512,中亚股份,21.93,1
603168,莎普爱思,18.55,1
300819,聚杰微纤,79.51,1
301668,昊创瑞通,7.57,1
2877,智能自控,17.12,1
603106,恒银科技,35.66,1
300155,安居宝,13.24,1
600322,津投城开,31.4,1
19,深粮控股,24.56,1
600533,栖霞建设,20.79,1
957,中通客车,55.26,1
301083,百胜智能,11.18,1
603188,亚邦股份,22.18,1
600148,长春一东,20.85,1
603208,江山欧派,18.82,1
300789,唐源电气,14.08,1
300937,药易购,12.68,1
300215,电科院,47.12,1
300571,平治信息,43.28,1
1234,泰慕士,18.32,1
300168,万达信息,68.79,1
603280,南方路机,27.37,1
301020,密封科技,29.76,1
2186,全 聚 德,26.35,1
533,顺钠股份,60.96,1
600222,太龙药业,41.45,1
600123,兰花科创,83.53,1
600684,珠江股份,26.2,1
301581,黄山谷捷,16.22,1
301398,星源卓镁,43.28,1
301100,风光股份,12.82,1
576,甘化科工,30.93,1
603858,步长制药,163.35,2
301557,常友科技,22.06,1
796,凯撒旅业,49.5,1
2941,新疆交建,69.4,1
688709,成都华微,81.51,1
688033,*ST天宜,38.79,1
603300,海南华铁,89.96,1
300798,锦鸡股份,26.13,1
1317,三羊马,38.29,1
2769,普路通,24.21,1
2232,启明信息,58.63,1
755,山西高速,66.32,1
600388,龙净环保,201.81,2
600865,百大集团,31.83,1
798,中水渔业,26.85,1
301260,格力博,28.09,1
2243,力合科创,78.99,1
2293,罗莱生活,89.75,1
2765,蓝黛科技,43.92,1
600612,老凤祥,107.88,2
603848,好太太,57.66,1
603801,志邦家居,23.89,1
2809,红墙股份,12.92,1
2631,德尔未来,76.82,1
601579,会稽山,70.67,1
301001,凯淳股份,11.43,1
600745,*ST闻泰,265.47,2
2638,勤上股份,52.48,1
301266,宇邦新材,28.28,1
2762,金发拉比,16.97,1
688051,佳华科技,17.36,1
600746,江苏索普,61.55,1
603908,牧高笛,16.32,1
601228,广州港,222.56,2
600983,惠而浦,55.26,1
300746,汉嘉数智,22.49,1
910,大亚圣象,29.38,1
603028,赛福天,18.73,1
603918,金桥信息,35.31,1
688638,誉辰智能,7.86,1
3037,三和管桩,37.08,1
300314,戴维医疗,13.55,1
300016,北陆药业,46.04,1
300340,科恒股份,22.04,1
600981,苏豪汇鸿,50.9,1
300538,同益股份,17.97,1
300928,华安鑫创,14.1,1
2122,ST汇洲,48.9,1
600569,安阳钢铁,48.26,1
42,中洲控股,51.67,1
603657,春光科技,31.07,1
301357,北方长龙,75.66,1
300842,帝科股份,100.71,2
548,湖南投资,20.87,1
605259,绿田机械,30.72,1
820,*ST节能,8.58,1
2508,老板电器,141.43,2
688529,豪森智能,25.23,1
688193,仁度生物,19.45,1
600615,鑫源智造,21.15,1
300306,远方信息,14.69,1
600356,恒丰纸业,23.75,1
1335,信凯科技,8.37,1
600543,*ST莫高,12.65,1
301010,晶雪节能,17.03,1
2101,广东鸿图,59.27,1
300076,*ST宁视,18.78,1
2724,海洋王,27.82,1
688113,联测科技,23.25,1
2909,集泰股份,18.26,1
3011,海象新材,14.34,1
300869,康泰医学,27.88,1
603418,友升股份,18.18,1
301456,盘古智能,14.18,1
300425,中建环能,26.28,1
2004,华邦健康,77.78,1
3008,开普检测,13.61,1
603968,醋化股份,19.1,1
688285,高铁电气,26.94,1
300254,仟源医药,18.61,1
301006,迈拓股份,10.74,1
2813,路畅科技,22.93,1
301263,泰恩康,76.39,1
300587,天铁科技,38.21,1
300879,大叶股份,31.3,1
300800,力合科技,22.21,1
301158,德石股份,26.85,1
600400,红豆股份,70.57,1
300396,ST迪瑞,17.67,1
200037,深南电B,5.78,1
600834,申通地铁,32.27,1
869,张  裕Ａ,74.14,1
301584,建发致新,11.03,1
688488,艾迪药业,60.26,1
605199,ST葫芦娃,23.17,1
2683,广东宏大,190.7,2
756,新华制药,71.64,1
300240,飞力达,18.82,1
300935,盈建科,15.31,1
688251,井松智能,22.63,1
1229,魅视科技,35.08,1
2275,桂林三金,73.09,1
600671,天目药业,23.39,1
603169,兰石重装,82.56,1
688450,光格科技,26.46,1
600337,ST美克,44.98,1
300608,思特奇,30.04,1
688217,睿昂基因,12.36,1
603797,联泰环保,22.43,1
2949,华阳国际,15.28,1
300737,科顺股份,51.99,1
300670,大烨智能,14.47,1
2031,巨轮智能,104.87,2
688321,微芯生物,113.13,2
2825,纳尔股份,20.97,1
688489,三未信安,41.73,1
600516,方大炭素,207.34,2
2622,皓宸医疗,18.14,1
300320,海达股份,40.91,1
603696,安记食品,27.28,1
603566,普莱柯,35.37,1
301469,恒达新材,12.27,1
603387,基蛋生物,41.99,1
300521,爱司凯,35.38,1
702,正虹科技,13.57,1
688178,万德斯,27.43,1
600476,*ST湘邮,14.48,1
2205,国统股份,19.16,1
2576,通达动力,22.55,1
603787,新日股份,21.86,1
603161,科华控股,24.34,1
31,大悦城,93.44,2
300892,品渥食品,12.48,1
600858,银座股份,23.76,1
603059,倍加洁,24.7,1
520,凤凰航运,43.92,1
1296,长江材料,13.81,1
300492,华图山鼎,67.34,1
300622,博士眼镜,30.34,1
300025,华星创业,22.14,1
300710,万隆光电,21.88,1
601878,浙商证券,437.71,2
2095,生 意 宝,32.8,1
2679,福建金森,19.03,1
828,东莞控股,99.17,2
600346,恒力石化,1111.47,4
603655,朗博科技,31.88,1
600590,泰豪科技,77.86,1
3023,彩虹集团,20.06,1
590,古汉医药,19.6,1
301289,国缆检测,34.95,1
688459,哈铁科技,39.12,1
300126,锐奇股份,12.15,1
301116,益客食品,40.18,1
300778,新城市,19.36,1
300113,顺网科技,92.64,2
300917,特发服务,40.1,1
300685,艾德生物,67.86,1
1336,楚环科技,10.83,1
2868,绿康生化,26.09,1
600084,*ST尼雅,48.54,1
601968,宝钢包装,52.94,1
985,大庆华科,18.75,1
301335,天元宠物,17.33,1
2282,博深股份,28.84,1
301388,欣灵电气,16.56,1
300994,久祺股份,12.14,1
603822,ST嘉澳,47.62,1
1328,登康口腔,42.74,1
300460,ST惠伦,27.8,1
600099,林海股份,18.27,1
603385,惠达卫浴,19.11,1
603136,天目湖,23.18,1
605005,合兴股份,62.52,1
688360,德马科技,43.89,1
301361,众智科技,16.17,1
603511,爱慕股份,47.9,1
301068,大地海洋,29.9,1
3002,壶化股份,30.75,1
300686,智动力,39.02,1
600537,*ST亿晶,30.42,1
603408,建霖家居,44.4,1
603029,天鹅股份,17.39,1
601882,海天精工,99.81,2
603711,香飘飘,46.82,1
603912,佳力图,40.7,1
2066,瑞泰科技,46.82,1
300949,奥雅股份,10.25,1
603191,望变电气,47.55,1
301032,新柴股份,15.88,1
600735,ST新华锦,26.8,1
603378,*ST亚士,25.03,1
2098,浔兴股份,23.13,1
301220,亚香股份,23.23,1
300532,今天国际,38.04,1
600969,郴电国际,27.49,1
600318,新力金融,31.17,1
603159,上海亚虹,25.7,1
603231,索宝蛋白,16.16,1
300826,测绘股份,27.53,1
2451,摩恩电气,29.91,1
2880,卫光生物,47.97,1
300535,达威股份,11.12,1
601918,新集能源,243.77,2
600560,金自天正,24.0,1
603685,晨丰科技,59.94,1
300081,ST恒信,21.95,1
1220,世盟股份,6.36,1
601116,三江购物,54.49,1
600824,益民集团,36.68,1
301311,昆船智能,31.49,1
2783,凯龙股份,32.51,1
688189,ST南新,17.52,1
603815,交建股份,42.02,1
600566,济川药业,220.1,2
300228,富瑞特装,43.09,1
688389,普门科技,45.03,1
2387,维信诺,112.71,2
301622,英思特,27.41,1
2011,盾安环境,108.09,2
300422,博世科,22.94,1
605162,新中港,33.43,1
301210,金杨精密,17.92,1
301270,汉仪股份,24.71,1
2977,*ST天箭,16.06,1
688314,康拓医疗,25.94,1
2581,*ST未名,13.23,1
2476,新叶股份,27.66,1
300109,新开源,72.76,1
600754,锦江酒店,163.72,2
2323,*ST雅博,30.32,1
999,华润三九,395.06,2
600748,上实发展,68.25,1
930,中粮科技,82.98,1
300927,江天化学,29.87,1
1300,三柏硕,28.81,1
600429,三元股份,61.85,1
601611,中国核建,311.03,2
300427,红相股份,32.34,1
300543,朗科智能,18.09,1
2221,东华能源,77.43,1
488,ST晨鸣,33.88,1
600128,苏豪弘业,19.25,1
605365,立达信,69.38,1
1368,通达创智,22.83,1
78,ST海王,49.62,1
2956,西麦食品,66.72,1
600853,龙建股份,31.73,1
300094,国联水产,29.19,1
2513,蓝丰生化,14.11,1
301016,雷尔伟,39.14,1
600616,金枫酒业,25.96,1
300785,值得买,44.87,1
2858,力盛体育,15.82,1
603829,洛凯股份,28.48,1
1299,美能能源,28.2,1
600217,中再资环,48.24,1
603716,塞力医疗,32.42,1
301157,华塑科技,12.13,1
2403,爱仕达,29.15,1
603258,电魂网络,28.74,1
600470,六国化工,36.3,1
688501,青达环保,22.57,1
2743,富煌钢构,17.21,1
600420,国药现代,116.55,2
300850,新强联,74.41,1
600610,中毅达,45.0,1
600149,廊坊发展,17.64,1
707,双环科技,23.4,1
605089,味知香,27.37,1
601226,华电科工,71.83,1
11,深物业A,33.85,1
603529,爱玛科技,171.89,2
2094,青岛金王,30.24,1
603072,天和磁材,42.38,1
300338,*ST开元,10.15,1
688130,晶华微,16.57,1
2666,德联集团,19.43,1
635,英 力 特,22.12,1
300796,贝斯美,22.75,1
603648,畅联股份,34.18,1
301281,科源制药,35.77,1
603811,诚意药业,33.5,1
600587,新华医疗,72.92,1
301525,儒竞科技,31.61,1
300501,海顺新材,33.79,1
601083,锦江航运,19.9,1
2697,红旗连锁,50.62,1
600375,汉马科技,58.21,1
300664,鹏鹞环保,31.62,1
695,滨海能源,27.75,1
679,大连友谊,21.31,1
2887,绿茵生态,22.48,1
603810,丰山集团,18.57,1
603086,先达股份,23.26,1
301052,果麦文化,18.3,1
600135,乐凯胶片,42.49,1
603788,宁波高发,30.34,1
688619,罗普特,25.59,1
688253,英诺特,73.88,1
600229,城市传媒,31.85,1
600449,宁夏建材,60.49,1
688737,中自科技,21.2,1
603500,祥和实业,33.89,1
3015,日久光电,28.66,1
603066,音飞储存,29.71,1
300509,新美星,20.39,1
1217,华尔泰,28.19,1
603125,常青科技,108.5,2
603065,宿迁联盛,81.49,1
300985,致远新能,85.98,1
600968,海油发展,353.75,2
688097,博众精工,243.24,2
600847,万里股份,19.02,1
301325,曼恩斯特,46.35,1
2016,世荣兆业,32.69,1
300991,创益通,29.07,1
726,鲁  泰Ａ,32.77,1
2348,高乐股份,99.21,2
301339,通行宝,58.69,1
2068,黑猫股份,80.63,1
603030,全筑股份,26.47,1
2649,博彦科技,44.3,1
603079,圣达生物,21.4,1
2630,*ST华西,18.09,1
2069,獐子岛,22.23,1
600861,北京人力,67.48,1
688273,麦澜德,38.15,1
3039,顺控发展,68.3,1
633,合金投资,18.68,1
300011,鼎汉技术,29.47,1
600265,*ST景谷,28.8,1
2401,中远海科,43.37,1
1216,华瓷股份,34.23,1
2333,罗普斯金,32.39,1
600743,华远控股,50.21,1
600232,金鹰股份,21.85,1
603023,威帝股份,20.37,1
2394,联发股份,29.73,1
404,长虹华意,52.3,1
411,英特集团,52.48,1
605286,同力天启,42.05,1
600515,海南机场,257.85,2
301122,采纳股份,21.28,1
603630,拉芳家化,30.15,1
3032,传智教育,14.79,1
688317,之江生物,29.75,1
2085,万丰奥威,224.22,2
603999,XD读者传,29.89,1
600655,豫园股份,169.21,2
600525,ST长园,67.39,1
300381,溢多利,27.99,1
688366,昊海生科,60.08,1
2259,升达林业,27.31,1
300326,ST凯利,43.22,1
600558,大西洋,42.73,1
605128,上海沿浦,72.81,1
300243,瑞丰高材,34.46,1
603838,*ST四通,27.36,1
603600,永艺股份,30.4,1
300828,锐新科技,14.66,1
301103,何氏眼科,19.15,1
603092,德力佳,17.59,1
688656,浩欧博,61.44,1
600803,新奥股份,476.12,2
420,吉林化纤,92.91,2
301181,标榜股份,25.5,1
603195,公牛集团,674.52,3
688098,申联生物,37.57,1
301112,信邦智能,38.23,1
300477,ST合纵,23.19,1
300599,雄塑科技,18.41,1
300771,智莱科技,19.89,1
2253,川大智胜,19.9,1
2140,东华科技,62.43,1
603767,中马传动,45.55,1
688066,*ST航图,30.36,1
301602,超研股份,29.04,1
603839,安正时尚,22.49,1
3038,鑫铂股份,17.92,1
601019,山东出版,143.79,2
601200,上海环境,91.95,2
688252,天德钰,90.68,2
688589,力合微,31.27,1
300942,易瑞生物,24.99,1
301631,壹连科技,30.94,1
2490,山东墨龙,41.6,1
6,深振业Ａ,95.58,2
301089,拓新药业,20.64,1
2627,三峡旅游,39.86,1
605050,福然德,47.36,1
603018,华设集团,43.25,1
300268,佳沃食品,14.57,1
688292,浩瀚深度,28.98,1
885,城发环境,78.78,1
301305,朗坤科技,30.38,1
2529,海源复材,17.6,1
735,罗 牛 山,57.54,1
300022,吉峰科技,38.01,1
603006,联明股份,31.71,1
603718,*ST海利,18.63,1
301187,欧圣电气,36.76,1
603105,芯能科技,33.55,1
600120,浙江东方,165.3,2
300419,ST浩丰,26.81,1
911,*ST广糖,17.17,1
300412,迦南科技,19.56,1
301505,苏州规划,12.24,1
603886,元祖股份,29.54,1
688750,金天钛业,35.24,1
300177,中海达,37.77,1
822,山东海化,35.98,1
541,佛山照明,61.28,1
2609,捷顺科技,33.63,1
603015,弘讯科技,42.85,1
1278,一彬科技,12.81,1
421,南京公用,29.75,1
2178,延华智能,31.25,1
301337,亚华电子,26.66,1
600774,汉商集团,19.29,1
603421,鼎信通讯,38.81,1
600386,北巴传媒,26.21,1
301186,超达装备,39.11,1
1223,欧克科技,26.06,1
761,本钢板材,83.07,1
301075,多瑞医药,50.72,1
301261,恒工精密,68.87,1
2923,润都股份,27.54,1
1333,光华股份,24.32,1
603922,ST金鸿顺,22.18,1
603281,江瀚新材,115.4,2
301065,本立科技,15.64,1
913,钱江摩托,53.83,1
300678,中科信息,65.46,1
2593,日上集团,22.92,1
300448,浩云科技,35.47,1
301229,纽泰格,15.63,1
557,西部创业,52.05,1
300981,中红医疗,39.65,1
2258,利尔化学,107.33,2
300637,扬帆新材,20.68,1
301202,朗威股份,30.12,1
603871,嘉友国际,153.9,2
300729,乐歌股份,31.94,1
603713,密尔克卫,117.95,2
600581,*ST八钢,34.8,1
2017,东信和平,79.3,1
2358,森源电气,49.37,1
301348,蓝箭电子,42.42,1
2209,达 意 隆,15.91,1
2582,好想你,30.47,1
300878,维康药业,47.58,1
605155,西大门,23.04,1
301381,赛维时代,35.89,1
300107,建新股份,20.04,1
2090,金智科技,35.76,1
2381,双箭股份,16.84,1
2968,新大正,17.98,1
301073,君亭酒店,30.49,1
600493,XD凤竹纺,15.97,1
600980,北矿科技,32.78,1
3016,欣贺股份,25.89,1
2760,凤形股份,17.86,1
605122,四方新材,18.55,1
605133,嵘泰股份,95.36,2
2664,信质集团,71.3,1
600080,ST金花,17.8,1
2561,徐家汇,26.61,1
688201,ST信安,23.25,1
300564,筑博设计,13.95,1
2200,交投生态,12.43,1
2857,三晖电气,20.25,1
603081,大丰实业,36.76,1
300915,海融科技,11.5,1
600315,上海家化,118.85,2
608,阳光股份,45.02,1
600805,悦达投资,35.97,1
300815,玉禾田,66.05,1
300380,安硕信息,36.68,1
600757,长江传媒,89.92,1
603729,ST龙韵,10.08,1
603116,红蜻蜓,34.28,1
301330,熵基科技,47.1,1
300644,南京聚隆,20.08,1
301227,森鹰窗业,19.07,1
300838,浙江力诺,13.02,1
301058,中粮科工,40.73,1
2644,佛慈制药,36.82,1
300839,博汇股份,33.31,1
600756,浪潮软件,45.08,1
300653,正海生物,26.06,1
600382,广东明珠,42.84,1
600052,东望时代,31.4,1
301331,恩威医药,20.75,1
821,ST京机,46.8,1
600063,皖维高新,125.59,2
300021,大禹节水,36.25,1
688246,嘉和美康,26.83,1
2037,保利联合,29.37,1
601718,ST际华,77.63,1
816,智慧农业,35.27,1
688345,博力威,52.01,1
601956,东贝集团,29.78,1
300882,万胜智能,40.56,1
688377,迪威尔,51.78,1
300767,震安科技,48.65,1
603883,老百姓,86.59,1
2393,力生制药,43.77,1
2869,金溢科技,24.38,1
603229,奥翔药业,67.17,1
603014,威高血净,34.13,1
2357,富临运业,28.09,1
605066,天正电气,32.16,1
603489,八方股份,59.8,1
300225,金力泰,34.46,1
300731,科创新源,87.66,1
600348,华阳股份,302.31,2
301498,乖宝宠物,70.05,1
301556,托普云农,17.09,1
688298,东方生物,38.91,1
603330,天洋新材,31.85,1
300807,天迈科技,19.98,1
300542,新晨科技,27.58,1
600925,苏能股份,68.9,1
300827,上能电气,96.53,2
300967,晓鸣股份,19.76,1
2469,三维化学,35.25,1
300609,汇纳科技,34.78,1
2489,浙江永强,52.61,1
300066,三川智慧,52.0,1
2782,可立克,84.66,1
600371,万向德农,19.51,1
601599,浙文影业,34.0,1
600753,ST海钦,25.79,1
2987,京北方,98.18,2
301636,泽润新能,15.19,1
603966,法兰泰克,43.34,1
603091,众鑫股份,22.38,1
928,中钢国际,70.15,1
301066,万事利,27.25,1
637,茂化实华,12.98,1
2135,东南网架,65.76,1
1239,永达股份,14.55,1
2212,天融信,67.44,1
528,柳    工,160.73,2
300355,蒙草生态,38.12,1
600676,交运股份,70.76,1
300235,方直科技,24.27,1
600692,亚通股份,14.05,1
600510,黑牡丹,71.21,1
300424,航新科技,37.4,1
600319,亚星化学,23.34,1
301551,无线传媒,31.75,1
603101,汇嘉时代,32.32,1
301136,招标股份,31.86,1
300829,金丹科技,21.99,1
603189,*ST网达,27.09,1
300600,国瑞科技,29.16,1
2766,索菱股份,30.59,1
603395,红四方,13.4,1
603389,亚振家居,152.34,2
868,安凯客车,31.94,1
600165,ST宁科,19.86,1
2329,皇氏集团,21.18,1
692,惠天热电,20.67,1
2010,传化智联,126.56,2
2634,*ST棒杰,19.02,1
600178,东安动力,41.52,1
2572,索菲亚,50.1,1
600064,南京高科,126.66,2
2614,奥佳华,20.12,1
610,*ST西旅,13.24,1
2908,德生科技,20.85,1
2086,东方海洋,28.15,1
301338,凯格精机,133.09,2
300445,康斯特,28.19,1
603579,荣泰健康,35.83,1
605077,华康股份,31.56,1
2162,悦心健康,32.97,1
688367,工大高科,25.98,1
600785,新华百货,30.04,1
603669,灵康药业,44.02,1
300349,金卡智能,37.97,1
688571,杭华股份,39.28,1
300603,立昂技术,28.34,1
980,众泰汽车,89.76,1
301111,粤万年青,36.4,1
300643,万通智控,40.37,1
601086,国芳集团,45.95,1
603239,浙江仙通,37.49,1
156,华数传媒,111.17,2
600257,大湖股份,21.46,1
300097,智云股份,22.9,1
600152,维科技术,44.76,1
600250,南京商旅,24.71,1
300632,光莆股份,47.73,1
603369,今世缘,309.83,2
605177,东亚药业,18.63,1
2399,海普瑞,118.98,2
300187,永清环保,32.35,1
688236,春立医疗,42.72,1
2467,二六三,63.83,1
300556,丝路视觉,17.87,1
301262,海看股份,23.27,1
300464,星徽股份,22.27,1
972,中基健康,27.61,1
600573,惠泉啤酒,22.43,1
688557,兰剑智能,31.3,1
603098,森特股份,53.99,1
603299,苏盐井神,70.87,1
688692,达梦数据,179.68,2
2882,金龙羽,43.56,1
300378,鼎捷数智,91.85,2
2030,达安基因,71.72,1
2136,安 纳 达,25.69,1
603100,川仪股份,90.59,2
601717,中创智领,220.53,2
300873,海晨股份,69.48,1
300717,华信新材,24.55,1
300027,ST华谊,43.85,1
2035,华帝股份,36.05,1
790,华神科技,22.97,1
2093,国脉科技,65.08,1
2612,朗姿股份,28.32,1
688075,安旭生物,36.85,1
2712,思美传媒,23.31,1
2500,山西证券,190.26,2
2242,九阳股份,61.47,1
300110,华仁药业,31.77,1
300479,神思电子,26.19,1
2188,中天服务,12.51,1
600675,中华企业,129.39,2
669,ST金鸿,24.83,1
301252,同星科技,53.51,1
1238,浙江正特,38.77,1
300888,稳健医疗,160.59,2
600609,金杯汽车,41.22,1
603499,翔港科技,54.1,1
300389,艾比森,27.93,1
600359,新农开发,21.75,1
603429,*ST集友,40.39,1
2889,东方嘉盛,28.59,1
600088,中视传媒,45.54,1
688623,双元科技,23.44,1
600267,海正药业,127.12,2
300318,博晖创新,36.06,1
301030,*ST仕净,18.49,1
600177,雅戈尔,342.71,2
2658,雪迪龙,26.1,1
2454,松芝股份,42.29,1
301488,豪恩汽电,48.63,1
899,赣能股份,94.06,2
301609,山大电力,11.49,1
2059,云南旅游,42.47,1
601112,振石股份,28.15,1
300345,华民股份,32.8,1
553,安道麦A,125.62,2
301026,浩通科技,28.36,1
688581,安杰思,21.99,1
300960,通业科技,20.05,1
2306,ST云网,15.52,1
600469,风神股份,39.39,1
1322,箭牌家居,48.63,1
688628,优利德,97.95,2
301507,民生健康,13.32,1
600350,山东高速,573.86,3
2344,海宁皮城,46.51,1
2495,佳隆股份,15.06,1
603808,歌力思,27.64,1
600691,潞化科技,53.45,1
2823,凯中精密,30.16,1
300808,久量股份,23.3,1
603758,秦安股份,42.17,1
300295,*ST三六,16.89,1
1337,四川黄金,159.1,2
301599,理奇智能,21.68,1
2528,*ST英飞,46.52,1
603333,福华尚纬,49.22,1
300658,延江股份,24.6,1
300830,金现代,26.29,1
603309,维力医疗,34.5,1
301178,天亿马,25.38,1
300845,捷安高科,17.18,1
301137,哈焊华通,58.73,1
600876,凯盛新能,27.26,1
300947,德必集团,18.96,1
301458,钧崴电子,55.15,1
2686,亿利达,27.81,1
688055,龙腾光电,155.67,2
2700,万憬能源,23.46,1
2682,龙洲股份,24.18,1
300507,苏奥传感,55.95,1
600173,卧龙新能,41.18,1
2723,小崧股份,27.2,1
603037,凯众股份,26.14,1
2878,元隆雅图,27.18,1
757,浩物股份,19.39,1
1914,招商积余,89.78,1
300711,广哈通信,39.67,1
603080,新疆火炬,27.62,1
2997,瑞鹄模具,60.39,1
605116,奥锐特,82.09,1
300988,津荣天宇,24.01,1
301363,美好医疗,104.35,2
2029,七 匹 狼,53.23,1
603895,天永智能,32.51,1
301082,久盛电气,23.48,1
889,中嘉博创,26.88,1
713,国投丰乐,33.83,1
688335,复洁科技,33.31,1
603367,辰欣药业,61.94,1
300305,裕兴股份,16.49,1
